,date,headline,link,summary
71,,Google’s Video of Its Self-Driving Car,https://www.nytimes.com/video/technology/100000002905026/demo-of-google8217s-self-driving-car.html,The company has begun building a fleet of experimental electric-powered vehicles that can’t be driven by people and are summoned with a smartphone app.
44,,"Paid Notice: Deaths MAZZOLA, ANTHONY A.",https://www.nytimes.com/Link.asp?I=LS000171106801,"<!-- ANTHONY A MAZZOLA --><IMG SRC=""/Images/Cobrands/NYTimes/Photos/NYT-1000637569-MAZZOLAA.1_011629.jpg"" lgyOrigName=""NYT-1000637569-MAZZOLAA.1.jpg"" ALIGN=""LEFT"" vspace=""4"" hspace=""10"">MAZZOLA--Anthony T., Former editor in chief of Town&Country and Harper's BAZAAR, and the curator of Hearst Corporation's fine art collection, died May 21 in New York. He was 90. ""Anthony Mazzola was a dynamic member of the Hearst Magazines family for more than 65 years,"" said Steven R. Swartz, president and CEO, Hearst Corporation. ""Tony will be missed by everyone who had the pleasure of working with him."" Frank A. Bennack, Jr., former CEO and now executive vice chairman of Hearst Corporation, added, ""Tony Mazzola's contributions to Harper's BAZAAR and Town&Country have not only influenced those titles as they appear even today but our entire magazine business."" Mazzola, the editor who defined affluence and style for millions of readers at the two magazines for 44 years, started his career at Hearst as an art director. In 1948, at the age of 25, Mazzola joined Town&Country as the youngest art director in the magazine's history. He held that post for nearly two decades, ultimately becoming editor in chief in 1965. Town&Country is the longest continuously published general-interest magazine in America, having been founded in 1846. ""Tony Mazzola was one of the most creative editors I've known,"" said Hearst Corporation Director Gilbert C. Maurer. ""A man of great personal style, he intuitively knew what good looked like and his work at Town&Country and Harper's BAZAAR reflected that acute sensibility. Tony was a loyal friend as well as a valuable mentor to a generation of our younger talents."" Building on what he once described as his ""fascination with trends,"" Mazzola's Town&Country began to reflect the current events and social reorganization then affecting elite American society as the nation mourned the assassination of President John F. Kennedy and grappled with civil rights, the Vietnam War and the first stirrings of modern-day feminism. Mazzola said he was captivated ""not by what's happening, but why."" While still the magazine's art director in 1964, he published a tongue-in-cheek ""It's Fun to Be Rich"" issue. In 1966, his first year as Town&Country's editor in chief, he put the Rolling Stones on the cover of what was widely held to be the bible of conservative, blue-blooded America. The ensuing controversy prompted Hearst's executives to ask him, ""Young man, do you know what you're doing?"" ""I think so,"" he replied. In fact, Mazzola did: By maintaining a meticulous balance between creating an exciting magazine and conveying the dignity of the subjects he presented, he broadened Town&Country's appeal and honored its audience. ""People make fun of money,"" he once said, ""but everyone forgets the good that money has done."" In 1972, Mazzola was appointed editor in chief of Harper's BAZAAR and expanded his editorial style even further. He relished the opportunity to widen the magazine's scope, which he again did in 1983 by adapting its pages to reflect newly emerging trends such as the more mature, sophisticated fashions--and celebrities--of the time, and readers' increasing interest in lifestyle, as well as fashion, content. ""We love the handle of being the fashion magazine with a little salt and pepper added,"" he said of BAZAAR in a 1983 interview. ""We appeal to a woman with a very strong confidence level, who is sure of herself, not wishy-washy. She wants to know everything there is to know...and we have become the fashion and beauty book with personality, the one with heart."" At the end of the decade, Mazzola again redesigned the magazine, this time to appeal to readers as they matured from trendy to classic tastes. Striving for what he called a ""very unconventional, exciting visual product,"" Mazzola encouraged photographers such as Francesco Scavullo, Rico Puhlmann and Matthew Rolston to take dramatic, even abstract approaches to fashion. One result was a celebrated shot described by a writer as ""a woman and a cabbage leaf facing off"" to illustrate a story on vegetable dyes used in hair coloring. After he stepped down as editor in chief in 1992, Mazzola edited BAZAAR's 125th anniversary book in 1993. The project was both professionally and personally rewarding. ""Reliving the history of this great magazine and knowing that I had a role in it is a great privilege,"" he said. In 1995, he was editorial director of Town&Country's two-volume 150th anniversary book. Mazzola was also the fine arts curator for Hearst Corporation, whose fine art collection emphasizes works on paper and emerging talents, many of whom have become household names since the collection was started. In addition to curating and cataloguing the collection, he produced many art and photography shows for Hearst Tower. Mazzola graduated from The Cooper Union with honors in 1948 and received The Cooper Union's distinguished alumni citation in 1992. After beginning study at The Cooper Union, he was drafted into World War II. His art background prompted an assignment to army intelligence, where he analyzed camouflage. He was awarded a Bronze Star for ""meritorious achievement in connection with military operations against the enemy in Luzon, Philippine Islands."" A recipient of numerous awards in the art direction and design fields, Mazzola was inducted as a Knight Officer of the Order of Merit by the Republic of Italy in 1967. He also served as a consultant and designer for such organizations as the United Nations Children's Fund, the Association of Junior Leagues of America, Princess Marcella Borghese, Inc., General Foods, Columbia Pictures, Inc. and the New York World's Fair of 1965. Mazzola is survived by his wife, Michele Morgan Mazzola, who worked with him at Hearst for over 45 years, and three children, Alisa Mazzola Mitchell, Marc Mazzola and Tony Mazzola. He is also survived by five grandchildren. There will be a private funeral in Indiana, and a memorial in New York at a future date. In lieu of flowers, donations can be made to Memorial Sloan Kettering Cancer Center (Memorial Sloan Kettering Cancer Center, PO Box 27106, New York, NY 10087-7105 or <a href=""http://www.mskcc.org/giving"" target=""_new"" rel=""nofollow"">http://www.mskcc.org/giving</a>).<br><br>"
17,,"Paid Notice: Deaths MAZZOLA, ANTHONY T.",http://query.nytimes.com/gst/fullpage.html?res=9407E1D6113AF930A15756C0A9629D8B63,"MAZZOLA--Anthony T.,Former editor in chief of Town&Country and Harper's BAZAAR, and the curator of Hearst Corporation's fine art collection, died May 21 in New York. He was 90. ""Anthony Mazzola was a dynamic member of the Hearst Magazines family for more than 65 years,"" said Steven R. Swartz, president and CEO, Hearst Corporation. ""Tony will be missed by everyone who had the pleasure of working with him."" Frank A. Bennack, Jr., former CEO and now executive vice chairman of Hearst Corporation, added, ""Tony Mazzola's contributions to Harper's BAZAAR and Town&Country have not only influenced those titles as they appear even today but our entire magazine business."" Mazzola, the editor who defined affluence and style for millions of readers at the two magazines for 44 years, started his career at Hearst as an art director. In 1948, at the age of 25, Mazzola joined Town&Country as the youngest art director in the magazine's history. He held that post for nearly two decades, ultimately becoming editor in chief in 1965. Town&Country is the longest continuously published general-interest magazine in America, having been founded in 1846. ""Tony Mazzola was one of the most creative editors I've known,"" said Hearst Corporation Director Gilbert C. Maurer. ""A man of great personal style, he intuitively knew what good looked like and his work at Town&Country and Harper's BAZAAR reflected that acute sensibility. Tony was a loyal friend as well as a valuable mentor to a generation of our younger talents."" Building on what he once described as his ""fascination with trends,"" Mazzola's Town&Country began to reflect the current events and social reorganization then affecting elite American society as the nation mourned the assassination of President John F. Kennedy and grappled with civil rights, the Vietnam War and the first stirrings of modern-day feminism. Mazzola said he was captivated ""not by what's happening, but why."" While still the magazine's art director in 1964, he published a tongue-in-cheek ""It's Fun to Be Rich"" issue. In 1966, his first year as Town&Country's editor in chief, he put the Rolling Stones on the cover of what was widely held to be the bible of conservative, blue-blooded America. The ensuing controversy prompted Hearst's executives to ask him, ""Young man, do you know what you're doing?"" ""I think so,"" he replied. In fact, Mazzola did: By maintaining a meticulous balance between creating an exciting magazine and conveying the dignity of the subjects he presented, he broadened Town&Country's appeal and honored its audience. ""People make fun of money,"" he once said, ""but everyone forgets the good that money has done."" In 1972, Mazzola was appointed editor in chief of Harper's BAZAAR and expanded his editorial style even further. He relished the opportunity to widen the magazine's scope, which he again did in 1983 by adapting its pages to reflect newly emerging trends such as the more mature, sophisticated fashions--and celebrities--of the time, and readers' increasing interest in lifestyle, as well as fashion, content. ""We love the handle of being the fashion magazine with a little salt and pepper added,"" he said of BAZAAR in a 1983 interview. ""We appeal to a woman with a very strong confidence level, who is sure of herself, not wishy-washy. She wants to know everything there is to know...and we have become the fashion and beauty book with personality, the one with heart."" At the end of the decade, Mazzola again redesigned the magazine, this time to appeal to readers as they matured from trendy to classic tastes. Striving for what he called a ""very unconventional, exciting visual product,"" Mazzola encouraged photographers such as Francesco Scavullo, Rico Puhlmann and Matthew Rolston to take dramatic, even abstract approaches to fashion. One result was a celebrated shot described by a writer as ""a woman and a cabbage leaf facing off"" to illustrate a story on vegetable dyes used in hair coloring. After he stepped down as editor in chief in 1992, Mazzola edited BAZAAR's 125th anniversary book in 1993. The project was both professionally and personally rewarding. ""Reliving the history of this great magazine and knowing that I had a role in it is a great privilege,"" he said. In 1995, he was editorial director of Town&Country's two-volume 150th anniversary book. Mazzola was also the fine arts curator for Hearst Corporation, whose fine art collection emphasizes works on paper and emerging talents, many of whom have become household names since the collection was started. In addition to curating and cataloguing the collection, he produced many art and photography shows for Hearst Tower. Mazzola graduated from The Cooper Union with honors in 1948 and received The Cooper Union's distinguished alumni citation in 1992. After beginning study at The Cooper Union, he was drafted into World War II. His art background prompted an assignment to army intelligence, where he analyzed camouflage. He was awarded a Bronze Star for ""meritorious achievement in connection with military operations against the enemy in Luzon, Philippine Islands."" A recipient of numerous awards in the art direction and design fields, Mazzola was inducted as a Knight Officer of the Order of Merit by the Republic of Italy in 1967. He also served as a consultant and designer for such organizations as the United Nations Children's Fund, the Association of Junior Leagues of America, Princess Marcella Borghese, Inc., General Foods, Columbia Pictures, Inc. and the New York World's Fair of 1965. Mazzola is survived by his wife, Michele Morgan Mazzola, who worked with him at Hearst for over 45 years, and three children, Alisa Mazzola Mitchell, Marc Mazzola and Tony Mazzola. He is also survived by five grandchildren. There will be a private funeral in Indiana, and a memorial in New York at a future date. In lieu of flowers, donations can be made to Memorial Sloan Kettering Cancer Center (Memorial Sloan Kettering Cancer Center, PO Box 27106, New York, NY 10087-7105 or http://www.mskcc.org/giving)."
16,,"Paid Notice: Deaths MAZZOLA, ANTHONY T.",http://query.nytimes.com/gst/fullpage.html?res=9F00E1DF1E3AF936A15756C0A9629D8B63,"MAZZOLA--Anthony T.,Former editor in chief of Town&Country and Harper's BAZAAR, and the curator of Hearst Corporation's fine art collection, died May 21 in New York. He was 90. ""Anthony Mazzola was a dynamic member of the Hearst Magazines family for more than 65 years,"" said Steven R. Swartz, president and CEO, Hearst Corporation. ""Tony will be missed by everyone who had the pleasure of working with him."" Frank A. Bennack, Jr., former CEO and now executive vice chairman of Hearst Corporation, added, ""Tony Mazzola's contributions to Harper's BAZAAR and Town&Country have not only influenced those titles as they appear even today but our entire magazine business."" Mazzola, the editor who defined affluence and style for millions of readers at the two magazines for 44 years, started his career at Hearst as an art director. In 1948, at the age of 25, Mazzola joined Town&Country as the youngest art director in the magazine's history. He held that post for nearly two decades, ultimately becoming editor in chief in 1965. Town&Country is the longest continuously published general-interest magazine in America, having been founded in 1846. ""Tony Mazzola was one of the most creative editors I've known,"" said Hearst Corporation Director Gilbert C. Maurer. ""A man of great personal style, he intuitively knew what good looked like and his work at Town&Country and Harper's BAZAAR reflected that acute sensibility. Tony was a loyal friend as well as a valuable mentor to a generation of our younger talents."" Building on what he once described as his ""fascination with trends,"" Mazzola's Town&Country began to reflect the current events and social reorganization then affecting elite American society as the nation mourned the assassination of President John F. Kennedy and grappled with civil rights, the Vietnam War and the first stirrings of modern-day feminism. Mazzola said he was captivated ""not by what's happening, but why."" While still the magazine's art director in 1964, he published a tongue-in-cheek ""It's Fun to Be Rich"" issue. In 1966, his first year as Town&Country's editor in chief, he put the Rolling Stones on the cover of what was widely held to be the bible of conservative, blue-blooded America. The ensuing controversy prompted Hearst's executives to ask him, ""Young man, do you know what you're doing?"" ""I think so,"" he replied. In fact, Mazzola did: By maintaining a meticulous balance between creating an exciting magazine and conveying the dignity of the subjects he presented, he broadened Town&Country's appeal and honored its audience. ""People make fun of money,"" he once said, ""but everyone forgets the good that money has done."" In 1972, Mazzola was appointed editor in chief of Harper's BAZAAR and expanded his editorial style even further. He relished the opportunity to widen the magazine's scope, which he again did in 1983 by adapting its pages to reflect newly emerging trends such as the more mature, sophisticated fashions--and celebrities--of the time, and readers' increasing interest in lifestyle, as well as fashion, content. ""We love the handle of being the fashion magazine with a little salt and pepper added,"" he said of BAZAAR in a 1983 interview. ""We appeal to a woman with a very strong confidence level, who is sure of herself, not wishy-washy. She wants to know everything there is to know...and we have become the fashion and beauty book with personality, the one with heart."" At the end of the decade, Mazzola again redesigned the magazine, this time to appeal to readers as they matured from trendy to classic tastes. Striving for what he called a ""very unconventional, exciting visual product,"" Mazzola encouraged photographers such as Francesco Scavullo, Rico Puhlmann and Matthew Rolston to take dramatic, even abstract approaches to fashion. One result was a celebrated shot described by a writer as ""a woman and a cabbage leaf facing off"" to illustrate a story on vegetable dyes used in hair coloring. After he stepped down as editor in chief in 1992, Mazzola edited BAZAAR's 125th anniversary book in 1993. The project was both professionally and personally rewarding. ""Reliving the history of this great magazine and knowing that I had a role in it is a great privilege,"" he said. In 1995, he was editorial director of Town&Country's two-volume 150th anniversary book. Mazzola was also the fine arts curator for Hearst Corporation, whose fine art collection emphasizes works on paper and emerging talents, many of whom have become household names since the collection was started. In addition to curating and cataloguing the collection, he produced many art and photography shows for Hearst Tower. Mazzola graduated from The Cooper Union with honors in 1948 and received The Cooper Union's distinguished alumni citation in 1992. After beginning study at The Cooper Union, he was drafted into World War II. His art background prompted an assignment to army intelligence, where he analyzed camouflage. He was awarded a Bronze Star for ""meritorious achievement in connection with military operations against the enemy in Luzon, Philippine Islands."" A recipient of numerous awards in the art direction and design fields, Mazzola was inducted as a Knight Officer of the Order of Merit by the Republic of Italy in 1967. He also served as a consultant and designer for such organizations as the United Nations Children's Fund, the Association of Junior Leagues of America, Princess Marcella Borghese, Inc., General Foods, Columbia Pictures, Inc. and the New York World's Fair of 1965. Mazzola is survived by his wife, Michele Morgan Mazzola, who worked with him at Hearst for over 45 years, and three children, Alisa Mazzola Mitchell, Marc Mazzola and Tony Mazzola. He is also survived by five grandchildren. There will be a private funeral in Indiana, and a memorial in New York at a future date. In lieu of flowers, donations can be made to Memorial Sloan Kettering Cancer Center (Memorial Sloan Kettering Cancer Center, PO Box 27106, New York, NY 10087-7105 or http://www.mskcc.org/giving)."
45,2014/03/14,Snapchat Settlement With F.T.C.,https://www.nytimes.com/interactive/2014/03/14/technology/snapchat-ftc-settlement.html,"The mobile messaging service Snapchat settled with the Federal Trade Commission over charges that the service inaccurately claimed that, once sent, messages disappeared."
52,2014/04/30,Reinventing Rye Playland Ignites an Unexpected Battle,https://www.nytimes.com/2014/04/30/nyregion/reinventing-rye-playland-ignites-an-unexpected-battle.html,"Neighbors of the Art Deco amusement park, built in 1928 and run by Westchester County, object to planned additions like a large field house."
20,2014/05/01,Time Warner’s Profit Rises On Strength in Film Unit,https://www.nytimes.com/2014/05/01/business/media/time-warner-posts-7-increase-in-first-quarter-profits.html,"The growth from movie and cable businesses helped fuel a 9 percent increase in revenue to $7.5 billion, from $6.9 billion during the same period a year ago."
82,2014/05/01,Awaiting Alibaba’s I.P.O.,https://www.nytimes.com/2014/05/01/morning-agenda-awaiting-alibabas-i-p-o/,Chatter ahead of Alibaba’s I.P.O. | A look at why only one top banker has gone to jail after the financial crisis. | A federal regulator says banks erred on troubled mortgages. | Facebook changes its rules for log-ins.
13,2014/05/02,"With Online Video Offerings, the Establishment Plays the Upstart",https://www.nytimes.com/2014/05/02/business/media/with-online-video-offerings-the-establishment-plays-the-upstart.html,"Ambitious efforts are being made by legacy media companies like Time Inc. to join the frenzy of online video content creation that was set off by so-called digital natives like AOL, BuzzFeed and others."
76,2014/05/02,"Mark Josephson of Bitly, on Leading With a Compass",https://www.nytimes.com/2014/05/02/business/mark-josephson-of-bitly-on-leading-without-a-map.html,"The chief executive of Bitly says that effective leadership means empowering individuals to make, and own, the decisions."
