,link,headline,summary,date
85,https://www.nytimes.com/Link.asp?I=LS000120338883,"Paid Notice: Deaths McGreene, Mary T.","McGREENE--Mary T., on November 15, 2008. Well known interior designer and real estate broker. Beloved sister of Elizabeth Bronikowski and the late Geraldean. Devoted aunt of Lisa Bronikowski, Mary Jane Simon and Barbara Forbes. Viewing Thursday 2-4 and 7-9pm at Chas. Peter Nagel, Inc., 352 E. 87 St., New York City. Mass of Christian Burial, Friday, 10:30am, St. Ignatius Loyola R.C. Church. Donations in her memory may be made to Catholic Charities.",
96,http://query.nytimes.com/gst/fullpage.html?res=9C0CE6D71E3AF933A25756C0A96F9C8B63,"Paid Notice: Deaths BRAKELEY, GEORGE A. JR.","BRAKELEY--George A. Jr.,national leader in the philanthropic and fundraising consulting communities, died on May 1, at 93. Founder of Brakeley, John Price Jones, Inc. (now Brakeley Briscoe). Served Harvard, Yale, Stanford, the Smithsonian, Washington National Cathedral, among others. Survived by son George A. III, daughters Deborah and Joan, eight grandchildren, ten great-grandchildren. Predeceased by wife Roxana and daughter Linda. Memorial gifts may be made to The Center for the Study of the Presidency and Congress, Attention: T. M. Kirlin, 1020 19th St., N.W., Washington, D.C. 20036. Interment will be private.",
994,http://query.nytimes.com/gst/fullpage.html?res=9F07E2DB103EF937A35752C0A96F9C8B63,"INSIDE THE TIMES: January 4, 2009",International ANGER IN RUSSIA RISES,
1055,http://query.nytimes.com/gst/fullpage.html?res=9C07E1DC113EF930A15752C1A96E9C8B63,"A Mother Again, a Generation Later","Dorothy Tanksley, 68, has not slept in a bed since 2004 because of back problems. A maroon reclining chair in her living room, a gift from her daughter, serves as a bed. The lever provides the extra boost she needs to get up and into her wheelchair. ''I hurt most of the time, 24-7,'' Ms. Tanksley said recently at her home in Bedford-Stuyvesant, Brooklyn. ''I take all kinds of things,'' she said, rattling off a pharmacy list: over-the-counter pain medications and prescriptions that include insulin for her diabetes and medication for high blood pressure, glaucoma and high cholesterol.",
1170,http://query.nytimes.com/gst/fullpage.html?res=9900E3DC1E3EF937A15752C1A96E9C8B63,"Finally, Machines Understand Us","How do you talk to a search engine? The same way you type to one. Google's new speech-recognition service for the iPhone, which I wrote about last week and which was released on Monday, understands you most accurately when you speak to it just the way you enter queries into the Google search box. So don't bother with polite formalisms like, ''What is the best pizza restaurant in San Francisco?'' Simply say, ''best pizza restaurant San Francisco.''",
255,http://query.nytimes.com/gst/fullpage.html?res=9E06E7D7113AF934A35751C1A96E9C8B63,"Paid Notice: Deaths COLE, MARY MYERS","COLE--Mary Myers, of New York City and Fire Island Pines, New York, died November 28, 2008; beloved daughter of Rowena G. Myers and beloved sister of JoAnne M. Campbell, Jean M. Osborne and Patricia Myers and beloved wife of the late Sylvan Cole. A fine mind and a great heart only tell a small part of Mary's too brief but exuberant life. She attended Cornell University and received a degree in design and marketing from F.I.T. Mary will be sorely missed by her loving family and her myriad of friends. A memorial service will be held in Fire Island Pines in Spring 2009. Contributions may be made to Fire Island Pines Arts Project, Inc., c/o Laura Hartstein, 135 West 70th St., #",
1450,http://query.nytimes.com/gst/fullpage.html?res=9403E3DD133BF93BA3575AC0A96E9C8B63,"Dell, a Bit Late, Gets Small","Dell, a Bit Late, Gets Small As expected, Dell has joined the netbook party. On Thursday, the company unveiled the Mini 9, below, a $349 portable computer that weighs 2.28 pounds, has an 8.9-inch screen and is intended for Internet-centric tasks, like surfing, chatting, uploading photos, blogging, watching videos and listening to music.",
86,http://query.nytimes.com/gst/fullpage.html?res=9402E3D8103AF93BA25752C1A96E9C8B63,"Paid Notice: Deaths MCGREENE, MARY T.","McGREENE--Mary T., on November 15, 2008. Well known interior designer and real estate broker. Beloved sister of Elizabeth Bronikowski and the late Geraldean. Devoted aunt of Lisa Bronikowski, Mary Jane Simon and Barbara Forbes. Viewing Thursday 2-4 and 7-9pm at Chas. Peter Nagel, Inc., 352 E. 87 St., New York City. Mass of Christian Burial, Friday, 10am, St. Ignatius Loyola R.C. Church. Donations in her memory may be made to Catholic Charities.",
169,https://www.nytimes.com/Link.asp?I=LS000125262810,"Paid Notice: Deaths Smith, David","<!-- DAVID SMITH -->SMITH--David (1918-2009). The Board of Directors of Mutual Redevelopment Houses, Inc. (Penn South) is saddened to report that David Smith, a lifelong political activist and advocate for affordable housing and the former president and chair emeritus of the Penn South Board, passed away on March 14. More than any one person, Dave made an indelible mark on Penn South. His many years of volunteerism and as a tireless advocate for affordable housing made Penn South what it is today. Dave was also a significant leader on the national level and was inducted into the National Cooperative Business Association's Cooperative Hall of Fame in 1995. Dave will be greatly missed by his Penn South family. A memorial service has been set for Saturday, May 9th at 3:30pm in the Haft Auditorium at F.I.T. on 27th Street.<br><br>",
84,https://www.nytimes.com/Link.asp?I=LS000127182285,"Paid Notice: Deaths Browne, Joseph","<!-- JOSEPH BROWNE -->BROWNE--Rev. Joseph T., S.J., on May 9, 2009. Survived by his sister Kathleen Thompson and brother William Browne. Reposing at the Murray-Weigel Hall Chapel, 515 E. Fordham Rd., Bronx, NY on Tuesday from 3-5 and 7-9pm. A Mass of Christian Burial will be held at the Fordham University Church on Wednesday at 11am. Interment will take place at the Jesuit Martyrs' Shrine, Auriesville, NY. For information contact Farenga Bros. Inc., Directors (718)654-0500.<br><br>",
