,link,headline,summary,date
482,http://query.nytimes.com/gst/fullpage.html?res=9B02E7D6163EF93AA25754C0A96F9C8B63,CALENDAR CONNECTICUT,"Comedy HARTFORD Hartford Stage ''THWAK!'' physical comedy, starring the Umbilical Brothers. Through Aug. 2. $26 to $65. Hartford Stage, 50 Church Street. hartfordstage.org; (860) 527-5151.",
602,http://query.nytimes.com/gst/fullpage.html?res=9405E7DC1F3BF930A35756C0A96F9C8B63,"I'm Honored. No, Actually, I Can't Afford It.","WHEN Terry J. Lundgren, the chief executive of Macy's, received Carnegie Hall's Medal of Excellence in April 2008, he beamed with pride. Mayor Michael R. Bloomberg presented the award, which goes to a business leader who supports the arts. More than 1,000 guests, including Martha Stewart, Leonard Lauder and Tommy Hilfiger, cheered from their tables in the Waldorf-Astoria's Grand Ballroom. Tony Bennett sang his heart out. And Carnegie Hall raised $4.2 million. But when it came time to select an honoree for this year's medal, Carnegie Hall's board and management were stumped. They canceled the benefit.",
608,http://query.nytimes.com/gst/fullpage.html?res=9A02E7DB173AF934A15752C0A96E9C8B63,"Paid Notice: Deaths FORTOUL, PAUL","FORTOUL--Paul. A memorial service for Paul E. Fortoul, who died of kidney cancer in December, will be held on Sunday, February 10th at Fieldston High School, 3901 Fieldston Rd., Riverdale, NY 10471. The service will start promptly at 1:30pm with a reception to immediately follow. Donations may be made in Paul's memory to: ''Ethical Culture Fieldston School'', E. C. F. S. Development Office, 33 Central Park West, New York, NY 10023 and write ''Paul Fortoul Swim'' on the memo line; or ''Asphalt Green Waterproofing'' (children's swim program), Molly Honigsfeld, Asphalt Green, 555 E. 90 St., New York, NY 10128; or a charity of your choice that you think would be meaningful to Paul. For additional information, see the web page in memory of Paul at: http://kfortoul.home .comcast.net/paul/",
613,http://query.nytimes.com/gst/fullpage.html?res=9B05E1DE103AF934A35752C1A96E9C8B63,"Paid Notice: Deaths MONTANA, DR. JOHN B","MONTANA--Dr. John B . AIDS specialist/Gay Activist, dies at 61. John Buscemi Montana, M.D., gay man, physician, generous humanitarian, New Yorker, world traveler and art aficionado, died at Mt. Sinai Hospital early Monday morning, September 29, 2008. The cause of death was acute myelogenous leukemia (AML), diagnosed less than one year ago. Dr. Montana was one of the first NYC physicians to identify and treat people with AIDS at the outset of the epidemic in 1981. He saw many cases among his friends and the gay men who comprised a large portion of his internal medicine practice on lower Fifth Avenue in Greenwich Village. Dr. Montana, the son of Vanni Buscemi Montana and Helen Bortnovski Montana, was born in Huntington, Long Island, NY on March 13, 1947. His parents met in Europe during World War II. John's father was politically active in anti-fascist and socialist causes in his native Sicily; he died in 1991. John's own politics reflected his father's leftist leanings. His mother Helene perished in an apartment fire in February, 2003. A product of New York City public schools, Dr. Montana graduated from Harpur College (SUNY Binghamton) in 1969 where he majored in Science and Mathematics. He taught junior high school in Newark, New Jersey for two years before attending medical school. Dr. Montana graduated New York Medical College, Valhalla in 1975. After working at Cabrini-Stuyvesant Polyclinic, he opened his internal medicine practice in 1984. He was an attending physician at Cabrini Medical Center until it closed. Then he attended at St. Vincent's Hospital. Dr. Montana's illness caused him to close his medical practice in mid-December, 2007. The AIDS epidemic motivated him to focus his practice on treating AIDS-related opportunistic infections and cancers--which signaled fatality in less than two years at the beginning of the epidemic. His beloved partner, Jimmie Jackson, died from AIDS early on, and his death both devastated and deeply politicized John to continue the fight against AIDS. A firm proponent of safer-sex, Dr. Montana advised the Gay Men's Health Crisis (GMHC) on medical issues from its inception. He lectured on AIDS to community and professional groups throughout the city and was politically involved in ACT-UP and other AIDS-related organizations. John gave generously of his time and money to many gay community organizations including Senior Action in a Gay Environment (SAGE) and the Callen-Lorde Community Health Center. Until the end of his life, he maintained his conviction that the right-wing-dominated, federal government covertly propagated the epidemic, if not intentionally, then by intentional negligence--the ultimate goal being the elimination of the gay community. A gay-civil-rights activist and life-long Democrat, he was horrified at the response of the Reagan and Bush presidencies to AIDS and gay rights issues in general. He became inconsolable when his long-term partner, Daniel C., was deported from this country in 1999. Being bi-lingual, John was a benefactor to many in New York's Latino communities, and especially to Daniel's family. Dr. Montana often visited South America where he was a benefactor to small villages helping poor people at local medical clinics. Dr. Montana was a patron of the arts whether for museum-sponsored projects or for individual, fledgling, gay artists including E. J. Weiss, Ferron Bell and William Schwedler. He especially appreciated the works of Charles Demuth. John loved New York City, but enjoyed traveling throughout Europe and South America. John had many patients and friends in diplomatic positions who hosted him in Brazil, Italy, France, and Spain. Recently he traveled to Turkey, and only two weeks before his death, he returned from a cruise to Venice and Greece with two friends who made his trip as comfortable as possible. He fell critically ill upon his return. John Montana is survived by his brother Victor and his nephew John, both of New Hampshire. He is deeply mourned by his cousins Vicki De Bruin-Tarlow, Carol Daniels, Jesse Kamras, and also by his close friends John Helmuth, Ron Illardo, Philip Kayal, Jim D'Eramo, Patrick Hacker, Joe Nicholson and Angel, who with others, nursed him daily near the end. He is also mourned by his extended family in Finland and Israel, and by his friends throughout the world, but most particularly by the New York City gay community that he shepherded courageously through the AIDS epidemic--Dr. John Montana was an AIDS hero. Dr. Montana's Memorial Service will be Sunday, November 23 at 3:30pm in the Auditorium (10th Floor) of St. Vincents Hospital, 170 West 12th Street, Greenwich Village. Family and friends are welcome. Any questions should be directed to Philip Kayal: pkayal@comcast.net.",
615,https://www.nytimes.com/Link.asp?I=LS000119625337,"Paid Notice: Deaths Montana, John B.","MONTANA--Dr. John B. AIDS specialist/Gay Activist, dies at 61. John Buscemi Montana, M.D., gay man, physician, generous humanitarian, New Yorker, world traveler and art aficionado, died at Mt. Sinai Hospital early Monday morning, September 29, 2008. The cause of death was acute myelogenous leukemia (AML), diagnosed less than one year ago. Dr. Montana was one of the first NYC physicians to identify and treat people with AIDS at the outset of the epidemic in 1981. He saw many cases among his friends and the gay men who comprised a large portion of his internal medicine practice on lower Fifth Avenue in Greenwich Village. Dr. Montana, the son of Vanni Buscemi Montana and Helen Bortnovski Montana, was born in Huntington, Long Island, NY on March 13, 1947. His parents met in Europe during World War II. John's father was politically active in anti-fascist and socialist causes in his native Sicily; he died in 1991. John's own politics reflected his father's leftist leanings. His mother Helene perished in an apartment fire in February, 2003. A product of New York City public schools, Dr. Montana graduated from Harpur College (SUNY Binghamton) in 1969 where he majored in Science and Mathematics. He taught junior high school in Newark, New Jersey for two years before attending medical school. Dr. Montana graduated New York Medical College, Valhalla in 1975. After working at Cabrini-Stuyvesant Polyclinic, he opened his internal medicine practice in 1984. He was an attending physician at Cabrini Medical Center until it closed. Then he attended at St. Vincent's Hospital. Dr. Montana's illness caused him to close his medical practice in mid-December, 2007. The AIDS epidemic motivated him to focus his practice on treating AIDS-related opportunistic infections and cancers--which signaled fatality in less than two years at the beginning of the epidemic. His beloved partner, Jimmie Jackson, died from AIDS early on, and his death both devastated and deeply politicized John to continue the fight against AIDS. A firm proponent of safer-sex, Dr. Montana advised the Gay Men's Health Crisis (GMHC) on medical issues from its inception. He lectured on AIDS to community and professional groups throughout the city and was politically involved in ACT-UP and other AIDS-related organizations. John gave generously of his time and money to many gay community organizations including Senior Action in a Gay Environment (SAGE) and the Callen-Lorde Community Health Center. Until the end of his life, he maintained his conviction that the right-wing-dominated, federal government covertly propagated the epidemic, if not intentionally, then by intentional negligence--the ultimate goal being the elimination of the gay community. A gay-civil-rights activist and life-long Democrat, he was horrified at the response of the Reagan and Bush presidencies to AIDS and gay rights issues in general. He became inconsolable when his long-term partner, Daniel C., was deported from this country in 1999. Being bi-lingual, John was a benefactor to many in New York's Latino communities, and especially to Daniel's family. Dr. Montana often visited South America where he was a benefactor to small villages helping poor people at local medical clinics. Dr. Montana was a patron of the arts whether for museum-sponsored projects or for individual, fledgling, gay artists including E. J. Weiss, Ferron Bell and William Schwedler. He especially appreciated the works of Charles Demuth. John loved New York City, but enjoyed traveling throughout Europe and South America. John had many patients and friends in diplomatic positions who hosted him in Brazil, Italy, France, and Spain. Recently he traveled to Turkey, and only two weeks before his death, he returned from a cruise to Venice and Greece with two friends who made his trip as comfortable as possible. He fell critically ill upon his return. John Montana is survived by his brother Victor and his nephew John, both of New Hampshire. He is deeply mourned by his cousins Vicki De Bruin-Tarlow, Carol Daniels, Jesse Kamras, and also by his close friends John Helmuth, Ron Illardo, Philip Kayal, Jim D'Eramo, Patrick Hacker, Joe Nicholson and Angel, who with others, nursed him daily near the end. He is also mourned by his extended family in Finland and Israel, and by his friends throughout the world, but most particularly by the New York City gay community that he shepherded courageously through the AIDS epidemic--Dr. John Montana was an AIDS hero. Dr. Montana's Memorial Service will be Sunday, November 23 at 3:30pm in the Auditorium (10th Floor) of St. Vincents Hospital, 170 West 12th Street, Greenwich Village. Family and friends are welcome. Any questions should be directed to Philip Kayal: pkayal@comcast.net. <br><center><img src=""http://graphics.nytimes.com/logos/60402555.GIF""></center>",
113,http://query.nytimes.com/gst/fullpage.html?res=9F05E3DB1139F937A15756C0A9669D8B63,A Site Collects Complaints About Media,"Media criticism has been boiled down to a single, painful word: fail. The activist group Free Press has built a Digg-like Web site for such mistakes, called MediaFail, that highlights what its users think are the most egregious examples of the ''media behaving badly,'' to borrow its slogan.",
616,http://query.nytimes.com/gst/fullpage.html?res=9E01E7D6133AF931A35752C1A96E9C8B63,"Paid Notice: Deaths MONTANA, DR. JOHN B","MONTANA--Dr. John B. AIDS specialist/Gay Activist, dies at 61. John Buscemi Montana, M.D., gay man, physician, generous humanitarian, New Yorker, world traveler and art aficionado, died at Mt. Sinai Hospital early Monday morning, September 29, 2008. The cause of death was acute myelogenous leukemia (AML), diagnosed less than one year ago. Dr. Montana was one of the first NYC physicians to identify and treat people with AIDS at the outset of the epidemic in 1981. He saw many cases among his friends and the gay men who comprised a large portion of his internal medicine practice on lower Fifth Avenue in Greenwich Village. Dr. Montana, the son of Vanni Buscemi Montana and Helen Bortnovski Montana, was born in Huntington, Long Island, NY on March 13, 1947. His parents met in Europe during World War II. John's father was politically active in anti-fascist and socialist causes in his native Sicily; he died in 1991. John's own politics reflected his father's leftist leanings. His mother Helene perished in an apartment fire in February, 2003. A product of New York City public schools, Dr. Montana graduated from Harpur College (SUNY Binghamton) in 1969 where he majored in Science and Mathematics. He taught junior high school in Newark, New Jersey for two years before attending medical school. Dr. Montana graduated New York Medical College, Valhalla in 1975. After working at Cabrini-Stuyvesant Polyclinic, he opened his internal medicine practice in 1984. He was an attending physician at Cabrini Medical Center until it closed. Then he attended at St. Vincent's Hospital. Dr. Montana's illness caused him to close his medical practice in mid-December, 2007. The AIDS epidemic motivated him to focus his practice on treating AIDS-related opportunistic infections and cancers--which signaled fatality in less than two years at the beginning of the epidemic. His beloved partner, Jimmie Jackson, died from AIDS early on, and his death both devastated and deeply politicized John to continue the fight against AIDS. A firm proponent of safer-sex, Dr. Montana advised the Gay Men's Health Crisis (GMHC) on medical issues from its inception. He lectured on AIDS to community and professional groups throughout the city and was politically involved in ACT-UP and other AIDS-related organizations. John gave generously of his time and money to many gay community organizations including Senior Action in a Gay Environment (SAGE) and the Callen-Lorde Community Health Center. Until the end of his life, he maintained his conviction that the right-wing-dominated, federal government covertly propagated the epidemic, if not intentionally, then by intentional negligence--the ultimate goal being the elimination of the gay community. A gay-civil-rights activist and life-long Democrat, he was horrified at the response of the Reagan and Bush presidencies to AIDS and gay rights issues in general. He became inconsolable when his long-term partner, Daniel C., was deported from this country in 1999. Being bi-lingual, John was a benefactor to many in New York's Latino communities, and especially to Daniel's family. Dr. Montana often visited South America where he was a benefactor to small villages helping poor people at local medical clinics. Dr. Montana was a patron of the arts whether for museum-sponsored projects or for individual, fledgling, gay artists including E. J. Weiss, Ferron Bell and William Schwedler. He especially appreciated the works of Charles Demuth. John loved New York City, but enjoyed traveling throughout Europe and South America. John had many patients and friends in diplomatic positions who hosted him in Brazil, Italy, France, and Spain. Recently he traveled to Turkey, and only two weeks before his death, he returned from a cruise to Venice and Greece with two friends who made his trip as comfortable as possible. He fell critically ill upon his return. John Montana is survived by his brother Victor and his nephew John, both of New Hampshire. He is deeply mourned by his cousins Vicki De Bruin-Tarlow, Carol Daniels, Jesse Kamras, and also by his close friends John Helmuth, Ron Illardo, Philip Kayal, Jim D'Eramo, Patrick Hacker, Joe Nicholson and Angel, who with others, nursed him daily near the end. He is also mourned by his extended family in Finland and Israel, and by his friends throughout the world, but most particularly by the New York City gay community that he shepherded courageously through the AIDS epidemic--Dr. John Montana was an AIDS hero. Dr. Montana's Memorial Service will be Sunday, November 23 at 3:30pm in the Auditorium (10th Floor) of St. Vincents Hospital, 170 West 12th Street, Greenwich Village. Family and friends are welcome. Any questions should be directed to Philip Kayal: pkayal@comcast.net.",
111,https://www.nytimes.com/video/business/media/1247467551134/net-neutrality-not-just-a-nerd-issue.html,Net Neutrality: Not Just a Nerd Issue,The U.S. Court of Appeals ruled that the FCC overstepped its bounds in telling Comcast it could not regulate bandwidth use. So what if your Internet provider could charge you for what you use?,
630,http://query.nytimes.com/gst/fullpage.html?res=9A0CE2DB123DF933A1575AC0A96E9C8B63,What's On Today,"9 P.M. (BBC America) PRIMEVAL The Season 2 premiere finds Cutter (Douglas Henshall, above) returned to a world almost the same as the one he left, but not quite. Claudia (Lucy Brown) has been wiped from everyone's memory and replaced by the slimy Oliver Leek (Karl Theobald), and the team is now based in a futuristic-looking headquarters called the ARC. And what about that new public relations specialist? 10 A.M. (FNC) FOX NEWS SPECIAL BUSINESS REPORT: FACT V$ FEAR Neil Cavuto interviews power brokers, politicians and financial analysts about how people can both protect their money and profit from the panic on Wall Street. He also looks at Senator John McCain's and Senator Barack Obama's plans for the economy.",
637,http://query.nytimes.com/gst/fullpage.html?res=9A07E1D81630F936A35755C0A96E9C8B63,On The Web,"UTILITIES AND TREES Almost five years after overgrown trees helped set off a blackout that left 50 million people in the dark, a reliability enforcement group said it had demanded $225,000 in civil penalties from two electric utilities that were still not trimming their trees properly. MATTHEW L. WALD FOLGERS BRAND SOLD The J. M. Smucker Company, the maker of jams and jellies, announced Wednesday that it had agreed to buy the Folgers coffee business from Procter & Gamble for $2.95 billion in stock. ABHA BHATTARAI",
