,date,headline,link,summary
3417,,"Paid Notice: Deaths LARSON, RUTH MARIE",http://query.nytimes.com/gst/fullpage.html?res=9F01E2D8153AF931A3575AC0A9649D8B63,"LARSON--Ruth Marie. Passed away on August 23, 2012, at 76 years of age, at home in Berkeley, CA, USA with her husband and family and caregivers, after a long and difficult illness with Parkinson's Disease, and having received the Sacrament of Anointing of the Sick by Fr. Bruno Gibson, OP. Surviving are her husband Ronald, and her children Christopher, Peter and Hans, her brother Harris Steiner, her daughters-in-law: Mary, Jennifer, and Anessa, her beloved grandchildren Katharine, Eric and Soren, Alexandra Ruth (in utero), and her nieces Laura Durbahn of Kerman, CA, Cynthia Ganz of Seattle, Elise Winter of Loomis, CA., nephew Carl Steiner of San Diego, and grandnieces and grandnephews. Ruth will be greatly missed by her dear friends: sorority sister and fellow teacher Celia Gunn Ginnado of Arlington Heights, Ill., Sra. Imelda Espiritu of Berkeley, and Christina Ahengua of Richmond. And also her classmates and friends from The Sigma Kappa sorority at UC Berkeley, and her classmates from Kerman HS., the parishioners and teachers at School of the Madeleine, and at St. Mary's College HS. A proud native of California, she was born at St. Agnes Hospital in Fresno. She graduated from Kerman HS with honors, Cheerleader, Girls Athletic Association and Tennis Team letters, International Quill and Scroll Society for Journalism, and a California Scholarship Federation (CSF) Member. The daughter of Thelma Harris Steiner, a California school teacher, and Rene Steiner, a Kerman raisin grower and RFD mailman. Ruth was a member of the The Order of Rainbow for Girls, and a California Raisin Queen. She was a 5-year 4H Achievement Award winner. Following her brother Harris's example, Ruth matriculated at UC Berkeley in 1953 and joined the Sigma Kappa sorority. Walking to class one day in her first year, she met her husband-to-be, and they began an odyssey for life. Ruth as: teacher, then through the active years of raising her boys, as an interior designer and her designs include offices and living areas for the Christian Brothers-De La Salle Institute Winery (her leaded glass door panels bearing the CB seal are still in use at the Sutter Home Winery in St. Helena, CA.) For nearly six years she was national sale representative for her partnership in the Abundance Winery in Sonoma. In the latter role she was thrilled to encounter a former member of her son's class at the Madeleine - he was a competitor salesman at a dealer in Chicago. He afterward joked of losing that sale, as it was unfair to have to compete against ""a Mom with all that charm."" Meantime, she completed her studies at UC, graduating BA as an UC Alumni Scholar in the same ceremony with Ron gaining his JD. Now all of the Larsons were Cal Bears. Ruth was active in the School of the Madeleine at their family parish: re-founding the Bridge Club, leading the Cub's Scouts, and singing in Father Larry's choir. The boys went on to the St. Mary's College High School where she helped the Brothers of the Christian Schools, Eunice Jackson and other mothers, found the Belles of St. Mary's as a scholarship organization for the school. She didn't know ""slow."" She spent her days and nights teaching, counseling, feeding and loving her family, gardening, playing the piano at midnite home sessions, dancing at the Parish parties, traveling with Ron, skiing with the boys, and as a member of the Art Deco Society of San Francisco. Always a lady: raised by her Convent trained mother, she was initiated in 1953, by her new friend on Milvia Street, Pat Sager, to wear gloves and scarf and hat and take lunch at the City of Paris. A propriety she must have been one of the last to relinquish. But she wore her scarves and gloves until the day she died. All Services will be at the St. Mary Magdalen Catholic Church 2005 Berryman St, Berkeley, California 94709 (510-526-4811) as follows: Thursday, September 6th at 7PM - The Holy Rosary of the Virgin Mary; Friday, September 7th at 10:30AM - Mass - followed immediately by reception and refreshments in Norton Hall (directly under the Church - entry from the parking lot). Private interment services are pending. SUNSET VIEW MORTUARY Telephone (510) 525-5111"
4207,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9C00E2DF1430F93BA25752C0A9649D8B63,"10 P.M. (BBC America) MISTRESSES This soap opera about four women in Bristol, England, balancing friendship and extramarital intrigue, left American viewers dangling when Season 2 wrapped in May 2009. Now it returns for a four-episode finale. When last we saw the girlfriends, Katie (Sarah Parish), the doctor who helped her terminally ill married lover commit suicide in Season 1 (and then went on to have an affair with his son and then with an old, also-married flame), was about to find out if her latest beau would sweep her off to Australia in an act of forgiveness. Trudi (Sharon Small), who thought her husband had died in the terror attacks of Sept. 11 and discovered that he was in fact still alive, had gotten married to a man who also wasn't what he seemed. Jessica (Shelley Conn, above), a pregnant event planner in an open marriage, learned that her spouse had decided to be monogamous. Or so he said. And Siobhan (Orla Brady) was relegated to single-mother status after struggling with infertility in her marriage, then getting pregnant by a colleague -- which sent her husband packing. In this Season 3 premiere the women are summoned to Katie's house, where their icy demeanor suggests that they are friends no more. Joanna Lumley joins the cast as Vivienne, Katie's imperious mother. 1 P.M. (HBO Signature) SOMETHING'S GOTTA GIVE (2003) In this double bill from the director Nancy Meyers, a music executive in his 60s (Jack Nicholson) with a fondness for young women finds the rug pulled out from under him when he falls for the mother (Diane Keaton, above) of a woman he's dating (Amanda Peet). Writing in The New York Times, A. O. Scott said that Mr. Nicholson and Ms. Keaton sparred ''with the freedom of professionals with nothing left to prove, and Mr. Nicholson has the gentlemanly grace to step aside and let Ms. Keaton claim the movie.'' He added, ''She in turn brings out the best in everyone around her.'' At 3:15, in ''It's Complicated,'' Meryl Streep plays Jane Adler, a successful California restaurateur who is about to settle into life as an empty nester when she is blindsided by advances from her ex-husband (Alec Baldwin), who had left her a decade earlier for a pretty young thing (Lake Bell). Steve Martin is thrown into the mix as the architect overseeing the renovation of Jane's house, and he is not without his own charms. The truth, Manohla Dargis wrote in The Times, is ''that everyone needs a little coddling, which could be the key to Ms. Meyers's peculiar talent: She pampers her audience shamelessly.''"
3830,,"Sherman Hemsley, Star Of 'Jeffersons,' Dies at 74",http://query.nytimes.com/gst/fullpage.html?res=9F01EEDD1731F936A15754C0A9649D8B63,"Sherman Hemsley, the bantamweight comic actor who portrayed the scrappy, nouveau riche George Jefferson on the hit CBS sitcom ''The Jeffersons,'' died on Tuesday at his home in El Paso. He was 74. His death was confirmed by his agent, Todd Frank. He did not specify a cause."
2230,,Republicans Warn of Inaction on Syria,http://query.nytimes.com/gst/fullpage.html?res=9E05E7D91030F93AA15757C0A9659D8B63,"WASHINGTON — Republicans on Capitol Hill took President Obama to task Sunday for what they characterized as dangerous inaction in Syria, while Democrats urged the White House to step up its humanitarian response to the two-year-old civil war that has killed 70,000 people and displaced hundreds of thousands more. The lawmakers’ comments came after revelations last week that the Syrian president, Bashar al-Assad, is believed to have used chemical weapons against his own people. On Sunday, several leading Republicans — including Senators Lindsey Graham of South Carolina and John McCain of Arizona, both of whom are members of the Armed Services Committee — used appearances on television talk shows to warn that failure to intervene in Syria would embolden nations like Iran and North Korea."
4211,,Op-Ed Contributor: For God So Loved The 1 Percent ...,http://query.nytimes.com/gst/fullpage.html?res=9D0DE4DE1530F93BA25752C0A9649D8B63,"Princeton, N.J. IN recent weeks Mitt Romney has become the poster child for unchecked capitalism, a role he seems to embrace with relish. Concerns about economic equality, he told Matt Lauer of NBC, were really about class warfare."
1838,,Ready for More? The Next Hurdle,http://query.nytimes.com/gst/fullpage.html?res=9B0CE0D7133AF936A15750C0A9659D8B63,"After a memorable opening weekend in the N.C.A.A. tournament, the Round of 16 this week will feature an eclectic mix: the brand names, the underdogs, the overlooked and the never-saw-it-coming. All eyes will turn again to Florida Gulf Coast, which became the first No. 15 seed to reach the Round of 16 with its 81-71 victory over San Diego State on Sunday night. The Eagles have come out of nowhere as this year’s tournament darling, but they proved they are not a one-hit wonder. They have outscored their two opponents by 20 while shooting 49.5 percent."
2395,,Jets (1-0) at Steelers (0-1),http://query.nytimes.com/gst/fullpage.html?res=9407EEDE1031F935A2575AC0A9649D8B63,"4:25 p.m. Eastern, CBS Matchup to Watch"
1845,,"Esther Kartiganer, 74, a Force As a '60 Minutes' Producer",http://query.nytimes.com/gst/fullpage.html?res=9C07E4DF1239F935A3575BC0A9649D8B63,"Esther Kartiganer, who as senior producer in charge of vetting content on CBS's ''60 Minutes'' became entangled in a controversy over a program that raised questions about President George W. Bush's military service during the Vietnam War, died on Wednesday in Aspen, Colo. She was 74. The cause was a heart attack, said her brother, Joseph."
3175,,"Paid Notice: Deaths WRIGHT, WILLIAM",http://query.nytimes.com/gst/fullpage.html?res=9A00E2DA113AF936A35750C0A9649D8B63,"WRIGHT--William. A former publishing executive who is credited with helping to revive the industry in the 1990s, died on February 26, 2012 surrounded by family at his home in Zionsville, Ind. He was 62 years old. The cause was complications from ocular melanoma, a rare cancer, his daughter Diana said. His strong and loving character, wisdom and generosity will be missed by all. Mr. Wright had a reputation in the publishing industry as a strong motivational leader. He left the Chief Operating Officer post at Random House Inc, to serve as President and CEO of the Hearst Book Group in 1995 after the publisher fell into tumult when many of its top authors and editors defected. Mr. Wright streamlined costs and grew the business by attracting new editorial talent. He published numerous bestselling books from authors as diverse as Pope John Paul II, President George H. W. Bush, Sidney Sheldon and Whoopi Goldberg. Mr. Wright was dedicated to promoting the publishing industry and serving his community. He was a past Chairman of New York is Book Country and was a board member of the Association of American Publishers from 1996 to 1998. While at the helm of Hearst Book Group he was a strong advocate for Literacy Volunteers, a statewide network of community-based volunteer services that exists to foster and strengthen literate communities throughout New York. His community service continued during his retirement. He served as a volunteer for Child Advocates of Indiana, an organization that intervenes on behalf of abused and neglected children. Prior to joining Random House in 1992, Wright was Senior Vice President of Bantam Doubleday Dell Publishing Group. Before that he was Senior Vice President of CBS Educational and Professional Publishing. He joined CBS in 1980 as Director of Distribution and went on to hold several positions of increasing responsibility. Mr. Wright held a B.S. in Economics from Villanova University (1972) and an M.B.A from Temple University (1973). Bill received a scholorship to play basketball at Villanova but later relinquished his scholarship to focus on the arrival of his first child. ""Despite his pressing job and community service responsibilities, Bill remained close to his children and remarked in his final hours that their success and happiness as adults was his proudest accomplishment,"" remarked Patricia Reber, his beloved longtime executive assistant. Mr. Wright is survived by his second wife Chandra of Zionsville, IN, his daughter Diana Wright Milkowski and her husband Matt Milkowski of Rumson, NJ and his son Jason Wright of Manhattan. He is also survived by grandchildren Kevin, Jake, Lyla and Mia and stepchildren Brittany, Charles and Corttany. There will be a memorial service at Assumption Church in Fairfield, CT on Friday, March 9, 2012 at 2pm. In lieu of flowers, memorial donations may be made to the Opportunity Network, 55 Exchange Place, Suite 503, New York, NY 10005 or online at opportunitynetwork.org."
3176,,What's On Sunday,http://query.nytimes.com/gst/fullpage.html?res=9A06E1DD153DF930A25756C0A9649D8B63,"9 P.M. (ABC) DESPERATE HOUSEWIVES The ladies who scheme and lunch wrap up loose ends as the series comes to a close. Bree's lawyer, Trip (Scott Bakula), begs her to tell him what really happened the night of Alejandro's murder when it looks as if she were about to be convicted. Gaby (Eva Longoria) tries to come up with a way to take the burden off Bree (Marcia Cross, above with Mr. Bakula). Susan (Teri Hatcher) works to conceal the sale of her house until she can break the news to her neighbors; Katherine Mayfair (Dana Delany) returns to Wisteria Lane with a job offer for Lynette (Felicity Huffman) -- one that could end her chances of reconciliation with Tom (Doug Savant). Renee (Vanessa Williams) reaches the end of her rope when Ben (Charles Mesure) is arrested before their wedding. And all the women agree to take care of Mrs. McCluskey (Kathryn Joosten) when she decides to die at home. 7 A.M. (Starz) EASY A (2010) Emma Stone plays Olive, a good girl who pretends to be bad to raise her social standing in high school, as well as that of some persecuted class virgins, in this satire directed by Will Gluck. But when her faked promiscuity generates an unexpected chain reaction, she sews a capital A on her clothes and parades around the school in suggestive outfits. Amanda Bynes is the leader of the Christian club, who denounces Olive as a slut. Penn Badgley is Olive's prince-in-waiting. ''Whatever else it accomplishes, the sassy high school comedy 'Easy A' commands attention for the irresistible presence'' of Ms. Stone, Stephen Holden wrote in The New York Times."
