,date,headline,link,summary
1352,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9C03E0DF153CF936A35757C0A96F9C8B63,"11 P.M. (HBO) RUSSELL SIMMONS PRESENTS BRAVE NEW VOICESQueen Latifah narrates this new series, which listens in as six teams of teenage wordsmiths from across the country prepare to compete at the 2008 Brave New Voices National Youth Poetry Slam in Washington. Among those hoping to be heard: B. Yung, a Brooklynite who says he has a ''fire in my chest''; Britney, a New Yorker who fearlessly speaks out, despite having cerebral palsy; Jasmine, who struggles with the debilitating effects of sickle cell anemia; and April, a member of the Navajo tribe who seeks to preserve her culture through words. Above, a scene from the show. 10 A.M. (ABC) THIS WEEK WITH GEORGE STEPHANOPOULOS Dr. Susan E. Rice, United States Ambassador to the United Nations, is the guest."
1344,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9C00E6DF103BF93BA25756C0A96F9C8B63,"9 P.M. (ABC) THE BACHELORETTE Jillian Harris, who wound up third in the heart of Jason Mesnick in the last edition of ''The Bachelor'' -- and who, after all the Melissa Rycroft-Molly Malaney back and forth, probably feels that she came out on top -- gives love another go. In a twist she gets 30 potential suitors rather than the usual 25, the better to find someone who can make up his mind, we're guessing. 7 A.M. (NBC) TODAY Caroline Kennedy, Lisa Rinna, and John Walsh are guests. A segment looks at home predators."
3491,,"I'm Honored. No, Actually, I Can't Afford It.",http://query.nytimes.com/gst/fullpage.html?res=9405E7DC1F3BF930A35756C0A96F9C8B63,"WHEN Terry J. Lundgren, the chief executive of Macy's, received Carnegie Hall's Medal of Excellence in April 2008, he beamed with pride. Mayor Michael R. Bloomberg presented the award, which goes to a business leader who supports the arts. More than 1,000 guests, including Martha Stewart, Leonard Lauder and Tommy Hilfiger, cheered from their tables in the Waldorf-Astoria's Grand Ballroom. Tony Bennett sang his heart out. And Carnegie Hall raised $4.2 million. But when it came time to select an honoree for this year's medal, Carnegie Hall's board and management were stumped. They canceled the benefit."
1329,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9805E6DF1238F93BA35751C1A96F9C8B63,"9:30 P.M. (ABC) BETTER OFF TED This Season 2 premiere finds Veridian Dynamics trying to pair off its employees based on their genetic compatibility in the hope of saving on health insurance bills resulting from imperfectly bred children. Ted and Linda (Jay Harrington and Andrea Anders, right) think it's a lousy idea -- until they meet their matches, Danielle (Virginia Williams) and Greg (Taye Diggs). Meanwhile, Veronica (Portia de Rossi) learns that Lem (Malcolm Barrett) is supposedly the man for her and urges him to make a donation to a sperm bank. 7 A.M. (NBC) TODAY Matt Lauer and Al Roker report live from Kabul, Afghanistan, Tuesday and Wednesday."
4248,,News Summary,http://query.nytimes.com/gst/fullpage.html?res=9A05E2DE1039F937A25751C0A96E9C8B63,INTERNATIONALA3-16 Iraqi Parliament Passes Key Bills to Spur Unity
4247,,"INSIDE THE TIMES: May 28, 2008",http://query.nytimes.com/gst/fullpage.html?res=9E01E7DA1038F93BA15756C0A96E9C8B63,INTERNATIONAL TWO FORMER EUROPEAN RIVALS
1375,,"Paid Notice: Deaths SANDO, STEVE",http://query.nytimes.com/gst/fullpage.html?res=9D03E5DF1F3AF93BA15751C1A96E9C8B63,"SANDO--Steve, passed away suddenly December 23. He was just 48 years old. Steve's television career began in the Midwest after playing football at North Dakota State. His incredible talent and personality eventually brought him to New York, where he was head of operations for WCBS-TV. He moved on to CBS News, where he ran operations for Special Events, Europe and Washington. Steve nurtured field crews, editors and anchors, and lived for the big event. Whether it was Moscow, Gaza, Mogadishu, Kuwait, Kosovo, Haiti, Steve got you on the air .... anytime, everytime and from anywhere. Upon leaving CBS he took the freelance production world by storm. But that was just the resume. Steve was unique. Always bigger than life, brilliant, passionate, musical, deeply loyal and the funniest guy we knew. If we weren't so sad, he'd still have us laughing. Steve leaves behind a mother, brother and sister --all in the Seattle area --and friends everywhere he went. Steve was a great partner and will be missed by all lucky enough to have known him. Eric Ober, Jamie Stolz, Lane Venardos"
1325,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9B03E0D7133DF934A25750C0A96F9C8B63,"8 P.M. (Showtime) A BRONX DREAM Thirty-two children from an impoverished school district in the Bronx learn about Irish dance, language and culture. Then they make their first trip outside of the United States to visit Ireland. And they perform for its president. This documentary follows the fancy footwork of the students, including these girls, above. 8 P.M. (CBS) NCIS The death of a boxer leads Vance (Rocky Carroll, right) to begin his own investigation, and soon enough Gibbs (Mark Harmon) has his dukes up. The episode features the song ''Nasty Little Perv'' by Perry Farrell. Paula Newsome and Obba Babatundé are guest stars."
1376,,Championship Ratings Are Lower,http://query.nytimes.com/gst/fullpage.html?res=9D0DE0DC1739F93BA35757C0A96F9C8B63,"North Carolina's 89-72 victory over Michigan State to win the N.C.A.A. men's basketball championship Monday night on CBS generated a 10.8 rating, 11 percent below last year's, and the lowest rating for the event recorded by Nielsen Media. The game's average viewership of 17.6 million fell 10 percent from last year, and was the third lowest ever. The full tournament produced a 5.7 rating, up from 5.6 last year. Pittsburgh Coach Jamie Dixon has been named the Naismith men's coach of the year after leading the Panthers to a university-record 31 victories and the N.C.A.A. tournament's Round of 8. Dixon, in his sixth year as coach, guided Pittsburgh to its first top seed in the tournament and its first No. 1 ranking in the Associated Press top 25. dixon (AP)"
1388,,Glassware That Is Cheaper By the Dozen,http://query.nytimes.com/gst/fullpage.html?res=9804E6DD113FF93BA35750C0A96F9C8B63,"DO newlyweds really need expensive wine glasses that, because of fear of breakage, probably will never leave the cupboard? In fact most couples (and their guests as well), would be better served by inexpensive stemware and tumblers by the dozen. There is plenty of well-priced glassware -- clear and colored -- to set stylish tables and stock bars that will serve a crowd."
4293,,Soothing or Salting Wounds From Election 2000,http://query.nytimes.com/gst/fullpage.html?res=9B0CE6DA1F38F930A15756C0A96E9C8B63,"''Every vote counts'' is one of those platitudes, like ''Watch your step,'' that doesn't have much meaning until that first really bad fall. It certainly had resonance in the 2000 presidential election, when the Florida voting ended in a hairline finish that took 36 days and a Supreme Court decision to resolve. It was historic and historically awful, until the Sept. 11 attacks wiped away much of the anguish and slapstick. For a while, at least, the Florida vote count seemed as trivial and irrelevant as the results of the Henley Regatta after August 1914."
1416,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=980DE5DE1038F93BA25752C1A96F9C8B63,"8 P.M. (13, 49) SECRETS OF SHANGRI-LA Two National Geographic reports present journeys to the remote kingdom of Mustang, between Nepal and Tibet, where mysterious, hand-carved caves high in the Himalayas have long shrouded glorious treasures, like hand-inked Tibetan folio pages, above, and ancient human remains. In this first entry the mountaineer Peter Athans leads an expedition of climbers, archaeologists, anthropologists and art historians on a mission to rescue valuable Tibetan texts from their deteriorating shelter before looters find them. A confrontation results, involving a political group from a nearby village, the king of Mustang and even the rights of the divinities that are believed to inhabit the area. In ''Lost Cave Temples of the Himalaya,'' at 9, Liesel Clark chronicles the 2007 expedition of Mr. Athans, who is her husband, and the big-wall climber Renan Ozturk as they maneuvered into the crumbling caves, where each vertical move was a step into a lost world unoccupied for hundreds, if not thousands, of years. 9:45 A.M. (Fox Business Network) FOX BUSINESS Jenna Lee reports on the newest products and services at the 2009 Streaming Media West show in San Jose, Calif. Marc Whitten, general manager of Xbox Live; Tim Harader, senior product manager of Microsoft Silverlight; and Anthony Wood, founder and chief executive of Roku, are interviewed."
3442,,What's on Today,http://query.nytimes.com/gst/fullpage.html?res=9F06EFD9113AF93BA2575AC0A96E9C8B63,"8 P.M. (13) SHAKESPEARE ON THE HUDSON The drama at the Hudson Valley Shakespeare Festival is often as much offstage as on. This documentary journeys to Boscobel, a 19th-century estate in Garrison, N.Y., to follow the preparations for ''Twelfth Night'' from auditions and call-backs to the final moments before the opening-night performance. Interviews with the cast members Maia Guest, Paul Bates, Wesley Mann (above, with Gabra Zackman) and Max Polski are interspersed with rehearsal footage; Kristin Chenoweth is host. The production itself will be shown in ''Twelfth Night: The Hudson Valley Shakespeare Festival'' at 9. 8 P.M. (CW) SMALLVILLE As they search for Clark (Tom Welling) in this Season 8 opener, members of the Justice League run up against Tess Mercer (Cassidy Freeman), the new chief executive of Luthorcorp. Meanwhile Chloe (Allison Mack) is held prisoner by a group that has discovered her powers while Clark has been relieved of his by Jor-El (Terence Stamp)."
1413,,"Joost, Struggling, Reinvents Itself Again",http://query.nytimes.com/gst/fullpage.html?res=9C06E4D9133FF935A35754C0A96F9C8B63,"Joost, an online video company, is starting over with a new service and business model, the third in three years. The company, which will continue to offer free television shows and movies online, announced last week that it would shift its energies to providing an online video platform that other media companies could use -- essentially licensing its technology to broadcasters and other media companies that want to offer video on their sites."
4286,,News Summary,http://query.nytimes.com/gst/fullpage.html?res=9A01E6D91F3DF934A35757C0A96E9C8B63,"INTERNATIONAL IN EGYPTIAN PROTESTS, EERIE CALM AND POCKETS OF VIOLENCE"
3448,,Drake Loses Its Appetite After a Loss,http://query.nytimes.com/gst/fullpage.html?res=9804E3D7153BF931A15750C0A96E9C8B63,"About a dozen pizza boxes were stacked on a table in the Drake locker room, a perfect meal for a college victory party. Nobody felt like eating, though, in the wake of a stunning 101-99 overtime loss to Western Kentucky on Friday. ''It's just tough, after all that, getting beat by a buzzer-beater,'' Drake guard Leonard Houston said."
1407,,WHAT'S ON TODAY,http://query.nytimes.com/gst/fullpage.html?res=9C07E5DB143CF931A15752C0A96F9C8B63,"8 P.M. (Fox) BONES The series moves into a new time slot with back-to-back episodes. In the first, Brennan (Emily Deschanel) and Booth (David Boreanaz) join a circus as a knife-throwing act to uncover the killer of conjoined twins. The suspects include the ringmaster (Andy Richter, above), a strong man and some rather devious clowns. At 9, Booth becomes a suspect in the murder of a hockey player with whom he had come to fisticuffs in the past, and Brennan gets a new F.B.I. partner (Marisa Coughlan) to help with the case. The former N.H.L. star Luc Robitaille appears as himself. 7 A.M. (CBS) THE EARLY SHOW Emily Post's great-great-granddaughter discusses wedding etiquette. Other segments look at Academy Award nominees and Air Force One."
4284,,"Inside the Times, January 17, 2009",http://query.nytimes.com/gst/fullpage.html?res=9C03E6DB1431F934A25752C0A96F9C8B63,"International TEA BUBBLE BURSTS,"
3450,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9F02E3DA133FF930A35752C1A96E9C8B63,"9 P.M. (Bravo) FIRST CLASS ALL THE WAY Partridge hunting, anyone? Flying in the face of the economic meltdown, this new series is an exercise in excess. Sara Ryan Duffy, right, recently crowned an A-list travel agent by Travel & Leisure magazine, fulfills the outrageous demands of her well-heeled clients, starting by sending five wealthy, presumably real housewives (it's Bravo, after all) to Monaco for a private tour of that royal family's art collection and a meeting with Albert II, Prince of Monaco. Watch it and weep. 7 A.M. (NBC) TODAY A final election poll, and Darrell Hammond and Fred Armisen of ''Saturday Night Live'' do their thing."
4279,,"Inside the Times, October 19, 2008",http://query.nytimes.com/gst/fullpage.html?res=9C03E7DC1E3FF93AA25753C1A96E9C8B63,INTERNATIONAL IRAQIS MARCH IN PROTEST
1402,,Let's Go to the Videogame,http://query.nytimes.com/gst/fullpage.html?res=9E01E4DB1338F935A2575BC0A96F9C8B63,"It was no iPhone line, but 40 or so fans of the Madden video game franchise lined the sidewalk outside Game Stop in Manhattan's Herald Square on Thursday, awaiting the release of the latest Madden game at midnight. From 10-year-old boys to 43-year-old doctors to gift-giving girlfriends, each future Madden 10 owner had a rationale for braving the cool summer night, be it a sentimental tie to the game or a competitive edge."
3452,,"Paid Notice: Deaths O'Connell, Ted",https://www.nytimes.com/Link.asp?I=LS000100729696,"O'CONNELL--Ted. Died of cancer at his home December 23. Ted was a CBS executive for 36 years, retiring in 1988 as VP Affiliate Relations. He is survived by his wife Molly King-O'Connell and children Jessie, Amy, and Ted. Memorial service Saturday, January 19, at 2pm, St. Michael's Church, Greenwich, CT. In lieu of flowers, contributions may be made to the American Cancer Society."
1392,,Reinventing TV As Viewers Reinvent Life,http://query.nytimes.com/gst/fullpage.html?res=9401EEDD1539F933A1575AC0A96F9C8B63,"DURING a recent evening shoot the wardrobe trailer for ''The Good Wife'' on CBS sat outside a courthouse in Jamaica, Queens. The clothes in it were trial-ready: sober, simple and uniformly dark. ''My biggest challenge on this show is black,'' Daniel Lawson, the show's costume designer, said with a sigh. A year ago Mr. Lawson was dressing the leads on ''Lipstick Jungle'' for their stiletto-stomping adventures in the glittering precincts of Manhattan. ''On that show, it was all about the clothes,'' he said. ''They wore sequins at home. Who wears sequins at home?''"
3458,,For Lease,http://query.nytimes.com/gst/fullpage.html?res=9C07E7DE1238F930A15752C0A96E9C8B63,$75/sq. ft.
438,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9A0DE6D9173BF936A25751C1A96F9C8B63,"9 P.M. (Fox) GORDON RAMSAY: COOKALONG LIVE Now you, too, can cook with Chef Ramsay -- in the safety of your own home. In this hourlong special Mr. Ramsay, above, slices and dices his way through a three-course meal while offering step-by-step instructions, presumably without his infamous tirades. The menu features angel-hair pasta with shrimp, chili peppers and tomatoes; steak Diane with sautéed potatoes and peas; and tiramisu. A list of the required ingredients, utensils and cookware is at fox.com/cookalong. 7 A.M. (CBS) THE EARLY SHOW Anna Kendrick (featured in ''The Twilight Saga: New Moon'' and ''Up in the Air'') and Julian Lennon are guests."
1381,,"Paid Notice: Deaths Sando, Steve",https://www.nytimes.com/Link.asp?I=LS000121899485,"SANDO--Steve, passed away suddenly December 23. He was just 48 years old. Steve's television career began in the Midwest after playing football at North Dakota State. His incredible talent and personality eventually brought him to New York, where he was head of operations for WCBS-TV. He moved on to CBS News, where he ran operations for Special Events, Europe and Washington. Steve nurtured field crews, editors and anchors, and lived for the big event. Whether it was Moscow, Gaza, Mogadishu, Kuwait, Kosovo, Haiti, Steve got you on the air .... anytime, everytime and from anywhere. Upon leaving CBS he took the freelance production world by storm. But that was just the resume. Steve was unique. Always bigger than life, brilliant, passionate, musical, deeply loyal and the funniest guy we knew. If we weren't so sad, he'd still have us laughing. Steve leaves behind a mother, brother and sister --all in the Seattle area --and friends everywhere he went. Steve was a great partner and will be missed by all lucky enough to have known him. Eric Ober, Jamie Stolz, Lane Venardos"
1322,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9406EFDB163BF93AA35751C1A96F9C8B63,"9 P.M. (Planet Green) LIVING WITH ED All Ed Begley Jr. wants for his 60th birthday is free time in which to tinker with his new wind turbine. His wife, Rachelle, has other ideas. While Mr. Begley (above, with his wife and daughter) is off giving a speech on environmentally conscious living, Ms. Begley is plotting a surprise. So what does hubby discover when he returns home from his tour and a side trip to Jay Leno's garage? A birthday party -- with fancy cake and vegan menu -- for 300 of the Begleys' closest friends, including Jeff Garlin, Sharon Lawrence and the governor of California. 7 A.M. (ABC) GOOD MORNING AMERICA Catherine Zeta-Jones and Angela Lansbury talk about their roles in the Broadway revival of ''A Little Night Music''; Barbara Walters previews her list of the year's most fascinating people (see below). Ms. Zeta-Jones moves over to ''Live With Regis and Kelly'' at 9."
1318,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9E02E6D9133EF93BA25750C0A96F9C8B63,"10 P.M. (Discovery) GLOBAL WARMING: THE NEW CHALLENGE WITH TOM BROKAW In this follow-up to his Emmy Award-winning 2006 program, ''Global Warming: What You Need to Know With Tom Brokaw,'' Mr. Brokaw (above right, with Michael Oppenheimer, a climate scientist), interviews experts about what Americans should be prepared for in the coming years and how climate change is shaping the inner workings of the nation, from New York City to Yellowstone National Park and the Everglades. The program also looks at promising scientific, technological and economic advances in the fight against global warming. 11 A.M. (NBC) THE MARTHA STEWART SHOW It's dogs today with Martha. There will be a dog show and new pet products, and training questions will be answered."
3506,,"Paid Notice: Deaths NOLL, MAESTRO RONALD W.",http://query.nytimes.com/gst/fullpage.html?res=9D01EFDA163AF93AA25752C0A96E9C8B63,"NOLL--Maestro Ronald W. , 78, a retired Emmy Awardwinning Music Supervisor with CBS-TV, and Conductor and Music Director, Pianist spanning 50 years for the Village Light Opera Group, died January 15th at Holy Name Hospital in Teaneck, NJ, of complications from Diabetes and Heart Disease. He is survived by his loving wife, Sara Ann Noll, devoted daughter, Christiane Noll, and son-inlaw, Jamie LaVerdiere. A memorial concert will be held in the spring in NYC celebrating his life and music. Memorials may be sent to The Ronald W. Noll Music Foundation, c/o Bartolomei Pucciarelli, LLC, 2564 Brunswick Pike, Lawrenceville, NJ 08648."
1233,,Defining Network Success Downward,http://query.nytimes.com/gst/fullpage.html?res=9E07EFDF113BF93BA15751C0A96F9C8B63,"Over the last three decades, the most popular sitcoms or dramas of each season have reached an ever-smaller audience. 1978-79 ''All In The Family'' (CBS); Rating: 30.5*"
1232,,What's On Today,http://query.nytimes.com/gst/fullpage.html?res=9F03E5DB163AF932A05751C1A96F9C8B63,"10 P.M. and 11:30 P.M. (ABC) DICK CLARK'S NEW YEAR'S ROCKIN' EVE WITH RYAN SEACREST 2010 Dick Clark and Ryan Seacrest host the annual New Year's Eve party in New York with performances in Times Square by Jennifer Lopez and Daughtry. In Las Vegas, Fergie picks up hosting duties with live performances there by the Black Eyed Peas, Selena Gomez, Justin Bieber, Keri Hilson, Colbie Caillat, Robin Thicke and Orianthi. (Above, from left, Fergie, Mr. Clark and Mr. Seacrest.) The programming runs from 10 to 11 p.m., then picks back up at 11:30 in time for Mr. Clark to count down the last few seconds of the year as usual. Performances continue from both cities well past midnight. 7 A.M. (CBS) THE EARLY SHOW Topics include financial and fitness resolutions for the new year as well as beauty tips."
4220,,News Summary,http://query.nytimes.com/gst/fullpage.html?res=9F01EEDF103EF937A25752C0A96E9C8B63,INTERNATIONAL A3-10 Bush Urges Anti-Iran Unity
1226,,Clemens Plans to Present His Side,http://query.nytimes.com/gst/fullpage.html?res=9B0DE5D9173CF931A25756C0A96F9C8B63,"Roger Clemens, who has essentially made himself unavailable to reporters since he testified before Congress in February 2008, is scheduled to be interviewed on ESPN's ''Mike & Mike in the Morning'' on Tuesday, the show said in a statement. Shortly after the Mitchell report was released in December 2007, Clemens was interviewed by Mike Wallace on CBS's ''60 Minutes.'' In that interview Clemens adamantly denied the assertions in the report by his former trainer Brian McNamee that Clemens had used steroids on numerous occasions from 1998 to 2001. In February 2008, Clemens and McNamee testified before the House Committee on Oversight and Government Reform and, after Clemens's testimony contradicted that of McNamee, the committee asked the Justice Department to investigate Clemens for perjury. Since then, Clemens has said little publicly."
3577,,Unsettled Ground,http://query.nytimes.com/gst/fullpage.html?res=9806E2D81139F93BA25751C0A96E9C8B63,"Despite Senator Barack Obama's strong showing in recent primaries, Senator Hillary Rodham Clinton continues to hold onto more support from superdelegates, the Democratic Party elites, according to a survey by The New York Times and CBS News. The current count is 189.5 superdelegate votes for Mrs. Clinton and 142.5 for Mr. Obama. But in a similar survey conducted last month, Mrs. Clinton led Mr. Obama by 204 to 99. About 8 percent of the total 795 superdelegates changed their minds over the last few weeks, as many states held their primaries and caucuses. Few delegates switched allegiance from one candidate to the other; the main changes were among the undecided delegates. Among the previously undecided delegates who now are endorsing a candidate, Mr. Obama got more of their support. Some of Mrs. Clinton's previous supporters are now undecided."
1220,,"Paid Notice: Deaths LYONS, JOSEPHINE",http://query.nytimes.com/gst/fullpage.html?res=9901E4D8113AF935A15757C0A96F9C8B63,"LYONS--Josephine, died on April 5, 2009. We honor the memory of Josephine Lyons, a girl from Cincinnati who came to New York in her twenties, stayed at the Barbizon, became a Miss Subways, produced (famously) for NBC news, worked for Arthur Godfrey, CBS, Benton & Boles, Ted Bates, Kenyon & Eckhardt, and covered presidential conventions for radio news. A unique and amazing character, Jo adored theater, museums, and great restaurants, and introduced her nephews and nieces to the arts and culture of the city. She was a good friend of the International Center for Photography, a member of the Coffee House and the Overseas Press Club, and a founding member of New York Women in Film. An enthusiastic traveler, Jo had friends in the great cities of the world. A lifelong democrat, Jo fundraised for Hillary Clinton. Jo was loved by many friends and family members who will carry on her torch. A remembrance party will be held on May 23 in New York City. For information -- jolyonsservice@gmail.com"
1216,,"Paid Notice: Deaths Lyons, Josephine",https://www.nytimes.com/Link.asp?I=LS000126587286,"<!-- JOSEPHINE LYONS -->LYONS--Josephine, died on April 5, 2009. We honor the memory of Josephine Lyons, a girl from Cincinnati who came to New York in her twenties, stayed at the Barbizon, became a Miss Subways, produced (famously) for NBC news, worked for Arthur Godfrey, CBS, Benton & Boles, Ted Bates, Kenyon & Eckhardt, and covered presidential conventions for radio news. A unique and amazing character, Jo adored theater, museums, and great restaurants, and introduced her nephews and nieces to the arts and culture of the city. She was a good friend of the International Center for Photography, a member of the Coffee House and the Overseas Press Club, and a founding member of New York Women in Film. An enthusiastic traveler, Jo had friends in the great cities of the world. A lifelong democrat, Jo fundraised for Hillary Clinton. Jo was loved by many friends and family members who will carry on her torch. A remembrance party will be held on May 23 in New York City. For information -- jolyonsservice@gmail.com<br><br>"
511,,Obama Speaks at Cronkite Memorial,https://www.nytimes.com/video/us/1247464487346/obama-speaks-at-cronkite-memorial.html,"President Obama spoke at a memorial service honoring Walter Cronkite, the CBS news anchor who died in July. Video by NBC."
3589,,TODAY IN BUSINESS,http://query.nytimes.com/gst/fullpage.html?res=9D0DE6DE163EF934A15755C0A96E9C8B63,"LEAVING HIS LEGACY Friday is Bill Gates's last day at Microsoft, marking the unofficial end of his career as a leader of the business he co-founded in 1975. STOCKS TUMBLE The abrupt reversal in the stock market reflects the realization among investors that the troubles plaguing the economy may be worse than initially feared. [C1.]"
1208,,Obama's Busy Week | Sept. 20-26,http://query.nytimes.com/gst/fullpage.html?res=9E0CE0D71539F934A1575AC0A96F9C8B63,"THE NEWS Seeking to reclaim the health care debate, President Obama appeared on five morning TV talk shows on Sunday. BEHIND THE NEWS The interviews, taped the previous Friday, underscored Mr. Obama's decision to move forward on health care with -- or without -- Republicans. ''What I'm trying to do is explain the facts, which are if we don't do anything, a lot of Americans are going to be much worse off,'' he said. On Monday, he went on the ''Late Show'' with David Letterman, trading jokes but also discussing issues. He left with a heart-shaped potato, a gift from an audience member. ''This is remarkable,'' he said."
