,link,headline,summary,date
529,http://query.nytimes.com/gst/fullpage.html?res=9501E6D91F30F93AA2575AC0A9629C8B63,The Utility Company Around the Corner,"THE general manager of Norwich's utilities department was visiting an industrial customer one day when he learned the business was planning to leave the city. The owner said although railroad tracks and a road near his factory were essential to his business, they also were hemming it in and preventing him from expanding.",
297,http://query.nytimes.com/gst/fullpage.html?res=9C07E0D8173EF93BA35757C0A9639C8B63,INSIDE,"Files Said to Be Doctored After an Insurance Deal Documents for a transaction that is at the center of a wide-ranging insurance investigation were doctored two months after the deal was struck, executives with direct knowledge of the transaction say.",
124,http://query.nytimes.com/gst/fullpage.html?res=9C05E2DC1E30F933A25757C0A9609C8B63,BUSINESS DIGEST,"New York Daily News Is Making The Most of a Scandal at Its Rival Over the last few years, The New York Daily News has taken its lumps from its cross-town tabloid rival, The New York Post, while also losing readers to it. Now The Daily News has pulled out all the stops in its coverage of accusations of attempted bribery involving a popular contributor to The Post's vaunted Page Six gossip column. [Page C1.] Little Known in U.S., Orkut Finds Fans in Brazil Orkut, the social networking service created by a Google software engineer named Orkut Buyukkokten, never really caught on in the United States, where MySpace rules teenage cyberspace. But it is nothing short of a cultural phenomenon in Brazil. [C1.] After the Hurricane, Two Newspapers Thrive The Biloxi Sun Herald of Mississippi and The Times-Picayune in New Orleans have rebuilt and reinvigorated their advertising bases and readership after Hurricane Katrina. [C1.] As Couric Moves, Networks Aim to Revive Evening News As Katie Couric moves to CBS, the networks know that they must find a way to bring down the median age of their news shows' audience -- which now hovers at around 60 -- and reinvent their anchors as more than newsreaders behind a desk. [C1.] New Web Site Offers Outlet for Obscure Knowledge A new Web site, Squidoo.com, is offering Internet authors the chance to earn money on their obscure expertise. Squidoo features more than 21,000 so-called lenses, or sites devoted to various subjects, with many more being added daily. Each lens author is responsible for his postings, and according to Squidoo's chief executive, Seth Godin, above, the site offers technology that is intended to make the pages easier for authors to maintain -- and more useful to readers -- than conventional blogs. Bob Tedeschi: E-Commerce Report. [C7.] An Abridged Version of the Web, on a Laptop A company called Webaroo plans to announce that Acer will begin selling laptops furnished with an abridged version of the Web. [C8.] Cable Companies Move to Close Wireless Gap In the race with the Bell companies to become one-stop shops for communications services, the country's biggest cable companies are developing wireless products, the missing piece of their so-called quadruple-play bundle. The centerpiece of that effort is a venture involving Sprint Nextel and Comcast, Time Warner Cable, Cox Communications and Bright House Networks. [C4.] Debate Surrounds Wireless Network in San Francisco Since San Francisco selected Google and Earthlink to build a wireless network, the city has been at the center of a debate about the implications of the network on issues like privacy and advertising. [C5.]",
372,http://query.nytimes.com/gst/fullpage.html?res=9802EFD6133AF934A25751C0A9639C8B63,Philadelphia Hopes for a Wireless Lead,"If Mayor John F. Street has his way, by next year this 135-square-mile metropolis will become one gigantic wireless hot spot, offering every neighborhood high-speed access to the Web at below-market prices in what would be the largest experiment in municipal Internet service in the country. City officials envision a seamless mesh of broadband signals that will enable the police to download mug shots as they race to crime scenes in their patrol cars, allow truck drivers to maintain Internet access to inventories as they roam the city, and perhaps most important, let students and low-income residents get online.",
128,http://query.nytimes.com/gst/fullpage.html?res=9E05E0DC163EF930A35751C0A9609C8B63,BUSINESS DIGEST,"Federal Pension Agency to Make a Claim On a Hamptons Estate to Aid Steelworkers The federal agency that insures pensions appears poised to lay claim to a Hamptons house owned by Ira L. Rennert to make sure he delivers on hundreds of millions of dollars worth of pensions promised to a group of steelworkers in Ohio. [Page A1.] More Patients Move Away From Traditional Health Care Feeling misled or even betrayed, millions of people are venturing outside conventional health care by taking herbal medicine or seeking alternative treatments; the government estimates that such measures add up to annual spending of $27 billion. [A1.] Drug industry executives are voicing new hope that their companies are past the worst of the scientific, political and legal problems that dogged them through 2005. [C1.] Federal spending on the new Medicare drug benefit will be 20 percent lower than expected this year because beneficiaries are choosing prescription drug plans with lower premiums, the Bush administration said. [A20.] Executives of Boston Scientific will meet with regulators from the Food and Drug Administration to discuss quality control problems at some of its factories. The agency has already suspended the company's ability to introduce new products, and the meeting could affect its plans to acquire another medical device maker, Guidant. [C1.] Study Finds Automakers' Design Changes Save Lives Design changes that automakers initially resisted and then reluctantly adopted for sport utility vehicles and pickups have sharply reduced the number of deaths among drivers in cars they hit, according to results from the first such study of the standards. [C1.] Charges Filed Against Former Insurance Executives Three former General Re executives and one former American International Group executive have been charged with fraud and conspiracy in connection with a deal that authorities say artificially inflated A.I.G.'s financial position, possibly raising the pressure on other senior executives. [C1.] Amazon's Results Come In Below Expectations Amazon, the online retailer, reported that its profit declined 43 percent during the holiday quarter, in large part because of a decreased tax benefit. A smaller-than-expected increase in revenue, along with high expenses, concerned investors. Amazon's shares declined $3.49, or 8.2 percent, to $39.25 in after-hours trading, after they had fallen in regular trading to close at $42.74. [C2.] The iPod Spawns an Industry for Its Accessories Apple's iPod has given rise to an entire industry in accessories. Sales of cases, docking stations, rechargers and other accessories -- 2,000 at last count -- totaled $850 million last year. [C1.] Image Defied Reality, an Enron Executive Testifies The former Enron chief executives Jeffrey K. Skilling and Kenneth L. Lay continued to publicize the company's retail energy services division as being successful, even as other top executives knew the unit had suffered huge losses from trading and overpriced contracts, Enron's former head of investor relations testified. [C3.] Similar Goals but Different Routes on Energy President Bush supports the development of ethanol, wind power and other forms of renewable energy. So does Congress. But their goals differ in ways that compete for research dollars and are costing some government researchers their jobs. [A17.] With a tax code that offers more than $1 billion worth of breaks for gasoline and diesel, New York's energy policies show just how hard it will be for the nation to wean itself from foreign oil. [C19.] Retailers Report Their Biggest Sales Gain Since June Retailers reported their biggest monthly sales gain since June, as shoppers redeemed gift cards and bought spring fashions during one of the warmest Januaries on record. [C3.] Workers' Efficiency Increases, but at a Slower Rate The efficiency of American workers rose in 2005 at the slowest pace since the recession year of 2001 while a major gauge of wage pressures rose at the fastest pace in five years, according to a government report. [C3.] General Motors Buys $15 Billion in Technology Services General Motors said it would spend up to $15 billion over the next five years to contract out information technology services. Electronic Data Systems, its former subsidiary, will remain the biggest supplier but will receive a little less work. [C5.] Comcast Posts a Decline in Quarterly Profit The Comcast Corporation, the nation's largest cable company, said profit slid 69 percent in the fourth quarter as investment losses and a higher tax rate offset gains in its core businesses of selling television, high-speed Internet connections and phone service. [C2.] European Bank Paves the Way for a Rate Increase The European Central Bank laid the groundwork for a rate increase next month, its second in five years, saying that Europe was continuing to grow and that inflation remained a threat. [C6.]",
50,http://query.nytimes.com/gst/fullpage.html?res=9A02EEDE1730F935A15755C0A9609C8B63,OLN TO ADD BOXING,"OLN will add live and classic boxing to its slate of sports next month under a two-year deal with Bob Arum's Top Rank organization. The contract will also give OLN's parent, Comcast, the rights to carry classic fights for its video-on-demand offerings on its cable systems. The first of 12 live fights during the first year of the deal will feature the middleweights Kelly Pavlik and Bronco McKart on July 27. The matches will be called by Bob Papa and Wally Matthews. The following Thursday will feature the first of 10 classics a year, chosen from a 6,000-hour library that includes bouts with Muhammad Ali, Sugar Ray Leonard, Roberto Duran, Marvin Hagler, Thomas Hearns and Alexis Argüello. RICHARD SANDOMIR (NYT)",
132,http://query.nytimes.com/gst/fullpage.html?res=9A01E1DC113EF933A15751C0A9609C8B63,Accounts,"Two big advertisers have named their first interactive agencies of record. Coors Brewing Co., Golden, Colo., part of Molson Coors, hired Avenue A/Razorfish, Seattle, owned by aQuantive, and CKE Restaurants, Carpinteria, Calif., hired Spacedog, Los Angeles, for its Carl's Jr. and Hardee's restaurant brands. Spending has not been determined for either assignment. Darden Restaurants, Orlando, Fla., expanded its relationship with Grey Worldwide, New York, by awarding the agency the creative account for its Smokey Bones Barbeque and Grill chain, which had been handled by Lowe Worldwide, New York, part of the Interpublic Group of Companies. Spending for 2006 was estimated at $8 million to $10 million. Grey, part of the Grey Global Group division of the WPP Group, creates campaigns for the Olive Garden chain owned by Darden; a Grey sibling, MediaCom, will handle media planning and buying for Smokey Bones.",
135,http://query.nytimes.com/gst/fullpage.html?res=9903EEDE153FF93BA25752C0A9609C8B63,BUSINESS DIGEST,"S.E.C. Agrees to Overhaul Disclosure Rules To Put More Light on Executive Compensation The Securities and Exchange Commission voted unanimously to overhaul the way companies report their pay packages to senior executives, a move that is expected to lead to greater disclosure but not to any significant decline in executive compensation. [Page A1.] Slower Desktop Computer Sales Hurt Revenue at Intel Intel, the world's largest chip maker, said slower sales of desktop computers and weaker prices led it to miss its revenue target for the fourth quarter, causing the stock to decline more than 9 percent in late trading. [C1.] Google agreed to buy dMarc Broadcasting, a maker of software that allows marketers to send advertisements directly to local radio stations, for as much as $1.24 billion. [C1.] Yahoo said its profit rose 80 percent in the fourth quarter, but after deducting special items, it fell short of Wall Street's expectations. [C4.] Airbus Outsells Boeing for a Fifth Year Airbus, the European airplane manufacturer, claimed a surprise victory in its perennial battle with Boeing, announcing that it had booked more orders than its rival in 2005, for a fifth consecutive year. [C1.] The $150 million in stock that 400 United executives are expected to receive when the airline comes out of bankruptcy next month could be worth about $480 million. [C3.] Continental Airlines posted a narrower fourth-quarter loss as sharply higher fuel costs offset higher revenue and cost-cutting efforts. Executives of the airline also said they expected a significant loss in the first quarter, setting off an 11 percent decline in its share price. [C3.] Boston Scientific Raises Bid Again for Guidant Boston Scientific, with financial help from Abbott Laboratories, bid $27 billion for Guidant, the medical devices maker, and within hours Guidant said it would switch its support from Johnson & Johnson's merger proposal in favor of Boston Scientific's. [C1.] Coca-Cola Creates a Post for International Sales In a move that signals the growing importance of foreign markets to its overall business, Coca-Cola has created a position in charge of all of the company's operations outside of North America and filled it with an executive who revived sales in Eastern Europe in the 1990's. The appointment places the executive, Muhtar Kent, in line as a possible successor to the chairman. [C3.] I.B.M. Posts 13 Percent Increase in Quarterly Profit I.B.M. reported a 13 percent increase in fourth-quarter profit as aggressive cost cuts offset tepid sales growth, easily surpassing Wall Street estimates. [C6.] Comcast Plans Network With Ads Embedded in Programs The Comcast Corporation, the country's largest cable operator, plans to introduce a video-on-demand channel today that will include advertising embedded in the programming. [C3.] Head of Autodesk Gives up Position as Chief Carol A. Bartz, left, the chairwoman and chief executive of Autodesk, a company that makes software used by architects and engineers, stepped down as chief executive and was succeeded by the chief operating officer, Carl Bass. Ms. Bartz, 57, held the job 14 years and is recognized as one of the most powerful women in American business. [C4.] Stocks Fall on Concern About Surge in Oil Prices Stocks ended lower, hurt by a surge of more than $2 in crude oil and worries that fourth-quarter earnings may be disappointing. The Dow Jones industrial average was down 63.55 points, at 10,896.32. The Standard & Poor's 500-stock index was down 4.68 points, at 1,282.93. The Nasdaq composite index was down 14.35 points, at 2,302.69. [C8.] E*Trade Financial Promises Reimbursement for Fraud E*Trade Financial said it would fully reimburse any customer who is the victim of fraudulent activity -- the first online brokerage company to offer the kind of protection that users of credit and debit cards receive. [C8.] Japanese Stocks Hurt by Inquiry at Internet Concern An investigation of Livedoor, a popular Internet-portal company, caused a decline in Japanese stock markets as it also raised questions about the nation's tolerance for a more freewheeling version of capitalism. [C7.] Industrial Output Rises as Gulf Coast Oil Rebounds Industrial output rose in December as recovery in production of Gulf Coast oil and gas wells offset a slump in auto manufacturing. [C6.] Energy Demand Drives an Experiment in Diesel As global demand for fossil fuels expands, oil companies are experimenting in Qatar with a new type of diesel fuel, one derived from natural gas. [C1.]",
136,http://query.nytimes.com/gst/fullpage.html?res=9C01E0DC173EF937A2575BC0A9609C8B63,News Summary,"INTERNATIONAL A2-14 Effect of Truce Unclear After a Day Fierce Fighting Hours before a cease-fire was due to start in the conflict between Israel and Hezbollah, both sides in the Middle East conflict carried out fierce attacks. Israel bombed Beirut suburbs and raced to consolidate its positions in southern Lebanon, and Hezbollah fired more than 220 rockets into northern Israel. A1 Charity May Have Aided Plot British and Pakistani investigators are trying to determine whether the group of Britons suspected of plotting to blow up as many as 10 commercial airliners received money raised for earthquake relief by Jamaat ud Dawa, a Pakistani charity that is active in the mosques of Britain's largest cities and is a front for an Islamic militant group. A1 Britain's highestranking law enforcement official, Home Secretary John Reid, said that the threat of a terrorist attack remained very substantial,'' disclosing that some two dozen major terrorist conspiracies were under investigation. A8 Cuba Is Calm Without Castro The decline of Fidel Castro, who turned 80 and appeared in photographs for the first time since his unspecified intestinal surgery last month, was supposed to be a kind of second Cuban revolution. But in the last two weeks, with Mr. Castro turning over power to his brother Raúl, there appeared to be calm and normalcy, not chaos and hysteria. A1 5 Explosions in Iraq Kill 57 As American forces conducted a new security sweep in western Baghdad, five apparently coordinated bombings in a predominantly Shiite neighborhood on the city's south side killed at least 57 people and wounded 148, an Iraqi government official said. The toll could rise, he said, as emergency workers searched the rubble of an apartment building that collapsed as a result of the bombings. A10 NATIONAL A16-19 Three Sons Strike Back After Fathers' Defeats Three Democrats whose fathers were defeated in the 1980 election that began a generation of conservative dominance are now seeking political office. One, Senator Evan Bayh, above, son of former Senator Birch Bayh of Indiana, is testing the waters for a possible presidential bid in 2008. A1 New Screeners for Airports Homeland Security Secretary Michael Chertoff said he intended to replace contractors who inspect passenger identification at airport checkpoints with staff members from the Transportation Security Administration. Mr. Chertoff's comments came as the agency slightly eased its restrictions on items taken on board airplanes. A18 Stem Cell Research Goals Shift Many scientists no longer see cell therapy as the first goal of human embryonic stem cell research. Instead, these researchers see a longer-term program in which the cells would be a tool to study the mechanisms of disease. A18 ARTS E1-10 Piano Competition Scandal The Villa-Lobos International Piano Competition in São Paulo, Brazil, will open with its luster tarnished by accusations from its former director that the process of selecting the contestants has been manipulated. E1 9/11 Film Opens at No. 3 Oliver Stone's ''World Trade Center,'' the 9/11 rescue drama from Paramount starring Nicolas Cage, placed No. 3 at the box office over the weekend, but its $19 million gross far exceeded the opening weekend of last spring's ''United 93,'' the first Hollywood movie to tackle the events of Sept. 11, 2001. E2 NEW YORK/REGION B1-7 Limits on Tanning Salons Urged as Skin Cancer Rises Health officials, in response to an unexplained increase in skin cancer among young people, have fixed their sights on the indoor tanning industry, particularly the unregulated use of tanning beds by young people. B1 Nightclub Plan Draws Ire New York City Council Speaker Christine C. Quinn, the city's most visible gay official, has proposed that nightclubs be required to install security cameras at their entrances and exits in the wake of the murders of two club patrons. But many gay people argue that cameras violate their privacy. B1 Lieberman's Closest Adviser Senator Joseph I. Lieberman's vow to fight on to the general election as an independent candidate was a decision that has roiled the national political landscape, one that political advisers say stemmed in part from a belief of his wife, Hadassah, that her husband had to fight for his political beliefs. B1 SPORTSMONDAY D1-7 Drug Worries Rise in Golf Professional golf is increasingly becoming identified with power, so much so that some players are questioning whether golf, in which cheating is seen as the worst possible sin, could one day fall prey to the performance-enhancing drugs that have plagued other sports. D1 BUSINESS DAY C1-8 Finding Media Balance American news organizations are struggling to determine how images of civilian dead and injured should be displayed in their coverage of war. C1 Verizon Rewires New York Verizon is building a new state-of-the-art network in New York City, in an effort to fend off rivals like Comcast and Vonage. C1 Business Digest C2 EDITORIAL A20-21 Editorials: Rewriting the Geneva Conventions; still spinning; an unwelcome visitor center; shoot first -- no questions asked. Columns: Bob Herbert, Paul Krugman. Bridge E4 Crossword E2 Metro Diary B2 Obituaries B8 TV Listings E9 Weather D8",
289,http://query.nytimes.com/gst/fullpage.html?res=9905E6DF1339F937A35752C0A9639C8B63,COMPANY BRIEFS,"GSC Partners, Florham Park, N.J., an investment firm, is selling its 4.8 percent stake in R.R. Donnelley & Sons, Chicago, a printing company, for about $360 million, Donnelley said. Donnelley will repurchase about $200 million in shares. Grupo Imsa, a Mexican producer of coated steel products, said it had purchased a steel painting factory in Fairfield, Ala., for $29 million. CIT Group, Livingston, N.J., a leasing company, said it had named its chief executive, Jeffrey Peek, to succeed Albert Gamper as chairman. Liberty Property Trust, Malvern, Pa., said it was developing a $435 million, 57-story building in Philadelphia that will be the city's tallest and become the new headquarters of Comcast, the cable television operator.",
281,http://query.nytimes.com/gst/fullpage.html?res=9B05E7DC113BF935A35751C0A9639C8B63,CULTURE CLASH,"Two years ago, TiVo said it needed an executive who knew the ways of big media companies to help get its digital video recorders widely distributed. The perfect person, it said, was Martin J. Yudkovitz, an NBC executive with experience in cable television and the Internet. But Mr. Yudkovitz resigned as TiVo's president last week, not long after Michael Ramsay, TiVo's C.E.O., vetoed a partnership that Mr. Yudkovitz had negotiated with the cable giant Comcast. Officially, Mr. Yudkovitz is leaving for personal reasons (his family never moved from Connecticut to Silicon Valley), but he says his views never meshed with those of Mr. Ramsay and TiVo's other engineers.",
44,http://query.nytimes.com/gst/fullpage.html?res=9C07E2DA133FF932A05754C0A9609C8B63,TODAY IN BUSINESS,"LINKING TO COMPETITORS -- Newspapers including The Washington Post and The New York Sun have contracted with an online news aggregator to scan hundreds of news and blog sites and deliver content related to articles appearing on their Web sites, regardless of who published those articles -- even if they are rivals. [Page C1.] WAL-MART UNION IN CHINA -- Workers at Wal-Mart Stores have formed their first trade union in China, after demands from the government that the company allow organized labor in its stores, according to reports in the official news media over the weekend. [C1.] CAMERA OF THE FUTURE -- A former Apple Computer engineer is putting the finishing touches on Contour, a futuristic camera system that will add photorealistic three-dimensional effects to digital entertainment. The new system will be introduced today at the Siggraph computer graphics conference in Boston, and effects created with it could start appearing as early as next year. [C1.] SEARCHING FOR SURI -- Even though Suri, the daughter of Tom Cruise and Katie Holmes, was born April 18, no picture of her has surfaced yet. The episode is veering somewhat off course from the standard Hollywood trajectory, catching the attention of the full spectrum of media from bloggers to the mainstream, and serving as a cautionary tale for A-list publicists. [C1.] MAGAZINE TAKES TO THE SCREEN -- Glamour magazine is reviving its ''Reel Moments'' series of short films based on true stories from readers, this time with three films directed by Hollywood celebrities like Jennifer Aniston. Advertising. [C7.] NOSE JOB UNLEASHES FURY -- Ashlee Simpson, left, appeared on the July cover of Marie Claire magazine extolling the virtues of appreciating one's body as it is -- and then she had a nose job. Marie Claire readers erupted in fury at what they said was Ms. Simpson's hypocrisy and the magazine's ''cluelessness.'' They wrote 1,000 letters in protest to the magazine, according to Joanna Coles, the new editor of the magazine. And Ms. Coles agreed with them. [C5.] SPORTS CLASSICS ONLINE -- ESPN, which is making classic sports available online through a special service, is the most visible player in a much larger experiment being played out across the Internet, where programmers are trying to figure out how to bring expensive old-media-style content to the Web. [C4.] AOL EXPANDS VIDEO OFFERINGS -- AOL is about to introduce a vastly expanded online video area, an important part of its effort to attract a new audience to replace that of its rapidly declining subscription service. [C6.] EFFECTS OF A CABLE DEAL -- As early as tomorrow, the pending purchase of Adelphia Communications by Time Warner Cable and Comcast -- worth about $17 billion -- could be completed, giving Time Warner Cable 3.5 million new cable customers and Comcast an added 1.7 million subscribers. The deal could affect rates and programming. [C6.]",
278,http://query.nytimes.com/gst/fullpage.html?res=9C07E4DA123FF932A05754C0A9639C8B63,"Read the Book, Then See Where the Story Took Place","While ''The Da Vinci Code'' has spawned its own tourist phenomenon with $3,000 trans-Atlantic tours and $400 all-day walks in Paris along the da Vinci trail, a number of niche tour operators are offering customized literary tours that cater to the interests of a wide variety of book lovers. Ann Kirkland, a Toronto tour planner, arranges literary itineraries in collaboration with the Great Books Foundation of Chicago. Participants receive books before departure and are accompanied by experienced discussion leaders and local experts.",
