,link,headline,summary,date
183,http://query.nytimes.com/gst/fullpage.html?res=9A07E3D6163CF934A35754C0A9649D8B63,Comcast Said to Be Near Sale of A&E Stake,"Comcast is close to selling its stake in the A&E cable networks, which would bring in nearly $3 billion for just 15 percent of the company, an executive briefed on the negotiations said Friday. The deal, first reported in The New York Post, has been in the works for many months, and now awaits approval from banks involved in lending the money.",
857,http://query.nytimes.com/gst/fullpage.html?res=9D0DE5DE103EF931A15751C0A9649D8B63,Inside the Times,International CHáVEZ SAYS HIS CANCER,
644,http://query.nytimes.com/gst/fullpage.html?res=9C01EFD9133AF93AA35756C0A9649D8B63,Profit Grows 21% at Disney on Cable TV Gains and a Surge in Resorts Business,"LOS ANGELES - Climbing ad sales and subscription fees at ESPN and cable channels like ABC Family helped the Walt Disney Company increase its quarterly profit by 21 percent from a year earlier, to $1.14 billion. Disney's financial results, reported on Tuesday afternoon, also carried an optimistic message about consumer confidence from its sprawling theme park operation - a sharp contrast to last week's downbeat job growth and retail sales reports. Operating income at Walt Disney Parks and Resorts, watched as a barometer of the broader economy, surged 53 percent, to $222 million.",
1378,http://query.nytimes.com/gst/fullpage.html?res=9F04E4D6123AF932A15750C0A9679D8B63,AT&T Makes Deal To Buy T-Mobile For $39 Billion,"12:16 a.m. | Updated AT&T announced on Sunday that it had agreed to buy T-Mobile USA from Deutsche Telekom for $39 billion, in a deal that would create the largest carrier in the nation and promised to reshape the industry. The transaction - one of the largest since the onset of the financial crisis - is expected to start a fierce battle in Washington as regulators scrutinize the impact of the deal on competition and consumers. The deal would leave just three major cellular companies in the country: AT&T, Verizon and the much smaller Sprint Nextel.",
1379,http://query.nytimes.com/gst/fullpage.html?res=9504E4D61630F934A15752C1A9679D8B63,Dreary Browns Test Patience,"Browns (4-6) at Bengals (6-4) Sunday, 1 p.m. Line: Bengals by 8.5 . The Talking Heads once sang that heaven is a place where nothing ever happens. Heaven, then, is a Browns game, a nonevent between moribund teams with few recognizable stars that ends in a 6-3, 13-12, or 14-10 final score. When not losing convincingly to good teams, the Browns challenge the devotion and attention span of fans everywhere by wasting whole afternoons in slow-motion tugs of war against fellow thrill ascetics. It takes real work to comb through the game tape and play-by-play of an entire Browns-Jaguars game, only to discover that the only quasi-interesting story lines are questions about whether a 38-yard field goal sailed just inside the right upright (it didn't) or if Jack Del Rio could explain the final Jaguars play call that gave the Browns a victory (he couldn't). Bengals games, by contrast, are full of action. The Bengals catch bombs and allow bombs. Andy Dalton completes incredible passes and attempts ill-conceived option pitches on the same drive. Defenders tackle receivers by pulling their hair. Pacman Jones has been on the roster for weeks and has done nothing loopy yet, which means that he is due. The Bengals are just good enough to lose to the Ravens and the Steelers, but they are a cut above the teams that get trapped in the Browns' tar pits. The Bengals' 27-17 victory at Cleveland in Week 1 will repeat itself, if only because the Browns are too boring to try something new. Pick: Bengals.",
1272,http://query.nytimes.com/gst/fullpage.html?res=9806E3DC113CF937A35757C0A9679D8B63,"A Return, of Sorts, to NBC","As always in the entertainment industry, business is business - and so, Ben Silverman is back in business with NBC. Mr. Silverman is best remembered for his brief reign as NBC's top programmer, one that did not result in hits or happiness for either party. In the aftermath of the departure, Jeff Zucker, then the network's chief executive, said hiring Mr. Silverman had been the biggest mistake he made.",
714,http://query.nytimes.com/gst/fullpage.html?res=9806E2D91131F934A2575AC0A9649D8B63,Series of Select Guests To Highlight iVillage,"It might take a village to turn NBC around. Or, at least, an iVillage. NBCUniversal's female-oriented Web site, iVillage.com, has lined up a string of prominent ""guest editors"" who will handpick content on the site and appear in recorded vignettes. The media company plans to use that content not just on iVillage, but in sponsored video clips to appear on its cable channels and potentially on the struggling broadcast channel.",
1271,http://query.nytimes.com/gst/fullpage.html?res=9500E4D7103EF937A25753C1A9669D8B63,An Abrupt Halt to a Highflying Career in Finance,"By MICHAEL J. de la MERCED On Tuesday night, Steven L. Rattner was surrounded by an assemblage of stars from the financial and media worlds at the Four Seasons restaurant in Manhattan. Chief executives and powerful politicians had gathered to celebrate his new book on the restructuring of the American auto industry.",
569,https://www.nytimes.com/interactive/technology/20130204-billion-interactive.html,Billion-Dollar Ideas,A look at a few markets in the technology industry that are creating numerous billion-dollar companies.,
215,http://query.nytimes.com/gst/fullpage.html?res=9803E2DD153BF930A35756C0A9649D8B63,Earnings at Comcast Exceed Analysts' Expectations,"One year after taking control of NBCUniversal, Comcast posted a quarterly profit on Wednesday that exceeded analyst expectations and signaled progress at the struggling NBC broadcast network. Comcast, which is the largest cable provider in the United States, also showed strong growth in its broadband business as Americans sought faster Internet connections. But some investors said they were disappointed by continued declines in the company's core cable television business.",
567,http://query.nytimes.com/gst/fullpage.html?res=9F0DE7DA103CF931A35757C0A9649D8B63,Removing a Limit On Streaming,"12:35 p.m., March 31 | Updated Adding statement from Comcast at end. Comcast said recently that a video-streaming service it will provide to Xbox consoles would not count toward its customers' monthly data limits. The cable company's move is raising concerns about net neutrality, the idea that Internet providers should treat all services equally to keep competition fair.",
565,http://query.nytimes.com/gst/fullpage.html?res=9E07E6DB173FF93AA25752C0A9679D8B63,Comcast Receives Approval For NBC Universal Merger,"6:00 p.m. | Updated The proposed combination of Comcast and NBC Universal was approved by the Federal Communications Commission and the Justice Department on Tuesday, smoothing the way for the deal to close by the end of January. As expected, the approvals came with significant conditions attached. The combination of Comcast's cable systems and NBC Universal's channels will create a media powerhouse, and it will represent the first time that a cable company will control a major broadcast network.",
867,http://query.nytimes.com/gst/fullpage.html?res=9B07E4DF163DF93BA3575AC0A9679D8B63,DealBook Online,"WHERE ARE THE WOMEN? Women -- always a rare breed in the upper echelons of Wall Street -- are looking like an endangered species in the executive suite of big banks. With the departure of Sallie Krawcheck, left, from Bank of America, only a handful of women still report directly to the bank's chief executive, Brian T. Moynihan. It is a long-running theme across Wall Street, with the plum spots in investment banking and brokerage firms typically held by men. All told, women account for just 2.7 percent of the chief executives in the financial industry and 16.8 percent of the executive officers, according to a study by Catalyst.",
888,http://query.nytimes.com/gst/fullpage.html?res=9E05EFD8123FF931A35757C0A9649D8B63,Dispute Blocks Channels For DirecTV Customers,"Some DirecTV customers woke up on Sunday without Fox or the CW networks on their television sets, the result of a failed negotiation with Tribune Broadcasting, which owns or operates 23 television stations across the United States. The blackout effects stations in 19 markets, including New York, where Tribune owns the CW network affiliate WPIX; Philadelphia, where it owns MyNetworkTV affiliate WPHL; Chicago, where it owns CW affiliate WGN-TV; Los Angeles, where it owns CW affiliate KTLA; and Seattle, where it owns Fox affiliate KCPQ. It also effects WGN America, a version of WGN-TV that is available on cable and satellite systems in many parts of the country.",
99,https://www.nytimes.com/video/multimedia/100000002877612/att-in-talks-to-buy-directv.html,AT&T in talks to buy DirecTV,The potential combination of AT&T and DirecTV would produce a behemoth that would rival the proposed Comcast-Time Warner Cable merger in total subscribers. Fred Katayama reports.,
1251,http://query.nytimes.com/gst/fullpage.html?res=9B04E6D71E31F932A35754C0A9679D8B63,Journalist Suspended From MSNBC for Profane Disparagement of President,"3:41 p.m. | Updated MSNBC suspended one of its best-known political analysts, Mark Halperin, on Thursday morning after he directed a derogatory comment at President Obama on the channel's morning show, ''Morning Joe.'' Sitting on the set of ''Morning Joe,'' Mr. Halperin smiled mischievously as he disparaged Mr. Obama's behavior at a news conference a day earlier. ''I thought he was kind of a dick yesterday,'' Mr. Halperin said.",
230,https://www.nytimes.com/Link.asp?I=LS000167109687,"Paid Notice: Deaths MOSS, JOSEPH H.","<!-- JOSEPH H. MOSS -->MOSS--Joseph H., age 94, peacefully passed away in Hobe Sound, FL on June 29, 2013. Son of late restaurateur/host Joe Moss and the late Octavine Ware. For info: joemoss@comcast.net<br><br>",
231,http://query.nytimes.com/gst/fullpage.html?res=9B04E5D9123AF931A1575AC0A9659D8B63,"Paid Notice: Deaths MOSS, JOSEPH H.","MOSS--Joseph H.,age 94, peacefully passed away in Hobe Sound, FL on June 29, 2013. Son of late restaurateur/host Joe Moss and the late Octavine Ware. For info: joemoss@comcast.net",
904,http://query.nytimes.com/gst/fullpage.html?res=9F05E0DD1F39F936A15752C0A9649D8B63,The Weather Channel Replaces Its Chief,"The Weather Channel Companies, which owns the Weather Channel, replaced its leadership on Tuesday, and named the digital advertising veteran David Kenny its chairman and chief executive. Mr. Kenny will start immediately. Michael J. Kelly, who had been the chief executive since 2009, will become a special adviser to the company and an adviser to Bain Capital, the private equity firm that co-owns the company with the Blackstone Group and Comcast's NBCUniversal. The surprise change signaled a desire on the part of the co-owners to expand the Weather Channel's digital and mobile businesses more quickly. Through mobile apps and Web sites like Weather.com, the company sees an opportunity to have a much bigger international footprint. ''Six and a half billion people need information about weather,'' Mr. Kenny said in an interview Tuesday after addressing the company's staff in Atlanta. Mr. Kenny also said that the company would make more investments in long-form programming - part of a gradual move away from live weather news and toward taped weather-related reality shows. ''Now that people can get the information they need for their forecast off the Web, and certainly on their mobile phone, that gives us more license to do more long-form on the cable channel,'' he said. The channel remained committed to live news during severe weather, he added. Mr. Kenny, a member of the board of directors of Yahoo, was the president of Akamai until he stepped down last October. He was previously the co-founder of VivaKi, a digital agency that is part of the Publicis Groupe. In a statement, the three co-owners of the Weather Channel said that Mr. Kenny's experience ''gives him a deep understanding of the TV and digital business, and he has the leadership experience and vision to drive global initiatives across all platforms.'' Mr. Kelly, similarly, had a digital media background when he was hired two and a half years ago. Mr. Kenny said he was initially recruited to join the board of the company, and was later asked by the board to consider the chief executive position. ''What I've long stood for is convergence,'' he said. ''I think you'll see us find better ways to run the Weather Channel as one company, really organized around our hundreds of millions of users.'' NBCUniversal and the private equity firms have owned the Weather Channel since 2008. This is a more complete version of the story than the one that appeared in print.",
915,http://query.nytimes.com/gst/fullpage.html?res=9505EEDD153AF93AA25751C1A9679D8B63,The Queen of Cable TV,"Early in Bonnie Hammer's first stint running a cable network, she knew something was wrong. The SciFi channel was emerging as a destination for fans of the genre, largely on her strategy of reviving the mini-series. But looking at the first day of shooting ''Taken,'' an alien abduction series with what then was the outrageous budget of $40 million, she knew the lead child actress was not strong enough. She pushed the show's studio, Dreamworks, and its renowned producer, Steven Spielberg, for a different actress.",
