,link,headline,summary,date
0,http://query.nytimes.com/gst/fullpage.html?res=990CE6DF153FF932A15757C0A9609C8B63,AT&T and Privacy,"To the Editor: Re ''AT&T and Domestic Spying'' (editorial, April 17):",
359,http://query.nytimes.com/gst/fullpage.html?res=9801E4D7153EF933A25752C1A9639C8B63,An Expert at the One-Night Stand Explores Long-Term Commitment,"Antony Todd, the Manhattan event and floral designer who opened a store with Nina Griscom in Southampton, N.Y., last year, is expanding into furniture and interiors. The Brodsky Organization, developer of 4W, an apartment building by the architect Hugh Hardy at 4 West 21st St., hired Mr. Todd, above, to consult on the look of the lobby, the hallways and the kitchens and baths. Mr. Todd's design for a sample apartment at the 4W sales office includes 10 pieces of furniture that are now available through his company, Antony Todd Inc. Mr. Todd conceived the furniture, which is classically modern with a touch of 1970's glamour, as the equivalent of a bridge line of clothing, covering the gap between Crate & Barrel-style designs and custom furniture. Delivery time is approximately eight weeks.",
366,http://query.nytimes.com/gst/fullpage.html?res=9504EEDA1230F934A15751C1A9639C8B63,"A Design From an Earlier, Steel-Heavy Era","With dual towers of black steel, the Lincoln Highway Bridge cuts a dark, industrial image for commuters and residents in and around Newark and Jersey City. Huge engines and counterweights lift the central portion horizontally up and down, like an elevator, a design that is a relic from the industrial era of American architecture when size was equated with quality, said Leon Yost, a member of the Jersey City Landmarks Conservancy who has photographed the bridge often.",
379,http://query.nytimes.com/gst/fullpage.html?res=9B0DE6D7143EF93AA35751C0A9609C8B63,The 2006 Grammy Winners,"This is a partial list. Record of the Year: ''Boulevard of Broken Dreams,'' Green Day Album of the Year: ''How to Dismantle an Atomic Bomb,'' U2 Song of the Year: ''Sometimes You Can't Make It on Your Own,'' U2, songwriters and performers New Artist: John Legend Female Pop Vocal Performance: ''Since U Been Gone,'' Kelly Clarkson Male Pop Vocal Performance: ''From the Bottom of My Heart,'' Stevie Wonder Pop Vocal Duo or Group: '' This Love,'' Maroon 5 Pop Vocal Collaboration: ''Feel Good Inc.,'' Gorillaz featuring De La Soul Pop Instrumental Performance: ''Caravan,'' Les Paul Pop Instrumental Album: ''At This Time,'' Burt Bacharach Pop Vocal Album: ''Breakaway,'' Kelly Clarkson Dance Recording: ''Galvanize,'' the Chemical Brothers featuring Q-Tip Electronic/Dance Album: ''Push the Button,'' the Chemical Brothers Traditional Pop Vocal Album: ''The Art of Romance,'' Tony Bennett Solo Rock Vocal Performance: ''Devils & Dust,'' Bruce Springsteen Rock Vocal Duo or Group: ''Sometimes You Can't Make It on Your Own,'' U2 Hard Rock Performance: ''B.Y.O.B.,'' System of a Down Metal Performance: ''Before I Forget,'' Slipknot Rock Instrumental Performance: ''69 Freedom Special,'' Les Paul and friends Rock Song: ''City of Blinding Lights,'' U2, songwriters and performers Rock Album: ''How to Dismantle an Atomic Bomb,'' U2 Alternative Music Album: ''Get Behind Me Satan,'' the White Stripes Female R&B Vocal Performance: ''We Belong Together,'' Mariah Carey Male R&B Vocal Performance: ''Ordinary People,'' John Legend R&B Vocal Duet or Group: ''So Amazing,'' Beyoncé and Stevie Wonder Traditional R&B Vocal Performance: ''A House Is Not a Home,'' Aretha Franklin Urban/Alternative Performance: ''Welcome to Jamrock,'' Damian Marley R&B Song: ''We Belong Together,'' J. Austin, Mariah Carey, Jermaine Dupri and Manuel Seal, songwriters (Darnell Bristol, Kenneth Edmonds, Sid Johnson, Patrick Moten, Sandra Sully and Bobby Womack, songwriters); performer, Mariah Carey R&B Album: ''Get Lifted,'' John Legend Contemporary R&B Album: ''The Emancipation of Mimi,'' Mariah Carey Rap Solo Performance: ''Gold Digger,'' Kanye West Rap Duo or Group: ''Don't Phunk With My Heart,'' the Black Eyed Peas Rap/Sung Collaboration: ''Numb/Encore,'' Jay-Z featuring Linkin Park Rap Song: ''Diamonds From Sierra Leone,'' Devon Harris and Kanye West, songwriters (John Barry and Don Black, songwriters); Kanye West Rap Album: ''Late Registration,'' Kanye West Female Country Vocal Performance: ''The Connection,'' Emmylou Harris Male Country Vocal Performance: ''You'll Think of Me,'' Keith Urban Country Vocal Duo or Group: ''Restless,'' Alison Krauss and Union Station Country Vocal Collaborations: ''Like We Never Loved at All,'' Faith Hill and Tim McGraw Country Instrumental Performance: ''Unionhouse Branch,'' Alison Krauss and Union Station Country Song: ''Bless the Broken Road,'' Bobby Boyd, Jeff Hanna and Marcus Hummon, songwriters; performer, Rascal Flatts Country Album: ''Lonely Runs Both Ways,'' Alison Krauss and Union Station Bluegrass Album: ''The Company We Keep,'' the Del McCoury Band Contemporary Jazz Album: ''The Way Up,'' Pat Metheny Group Jazz Vocal Album: ''Good Night, and Good Luck,'' Dianne Reeves Jazz Instrumental Solo: ''Why Was I Born,'' Sonny Rollins, soloist Jazz Instrumental Album: ''Beyond the Sound Barrier,'' Wayne Shorter Quartet Gospel Performance: ''Pray,'' CeCe Winans Rock Gospel Album: ''Until My Heart Caves In,'' Audio Adrenaline Pop/Contemporary Gospel Album: ''Lifesong,'' Casting Crowns Latin Pop Album: ''Escucha,'' Laura Pausini Salsa/Merengue Album: ''Son del Alma,'' Willy Chirino Mexican/Mexican-American Album: ''México en la Piel,'' Luis Miguel Traditional Blues Album: ''80,'' B. B. King and Friends Contemporary Blues Album: ''Cost of Living,'' Delbert McClinton Traditional Folk Album: ''Fiddler's Green,'' Tim O'Brien Contemporary Folk Album: ''Fair & Square,'' John Prine Native American Music Album: ''Sacred Ground: A Tribute to Mother Earth,'' Various Artists Reggae Album: ''Welcome to the Jamrock,'' Damian Marley Classical Album: ''Bolcom: Songs of Innocence and of Experience,'' Leonard Slatkin, conductor; Jerry Blackstone, William Hammer, Jason Harris, Christopher Kiver, Carole Ott and Mary Alice Stollak, choir directors; TimHandley, producer. Christine Brewer, Joan Morris and University of Michigan School of Music Symphony Orchestra.",
416,http://query.nytimes.com/gst/fullpage.html?res=9C0DEFD8163EF937A35751C0A9609C8B63,"Oilmen Meet With Cubans in Mexico, but U.S. Intervenes","United States government officials said Friday that they had asked the owner of a hotel here, which is part of an American corporation, to expel a Cuban delegation that was meeting with American oil executives. The delegation later left the hotel.",
435,http://query.nytimes.com/gst/fullpage.html?res=9C0CE7D9143FF936A25752C0A9609C8B63,A Surge of Concern as Electric Rates Rise,"BILL TRAG, 72, a retired carpenter and building contractor, lives alone with Pete, a 7-year-old Staffordshire terrier, on an isolated spot atop Red Rock Mountain in Sharon. His five-room home is a half-mile from a scattering of houses down the mountain. Mr. Trag has lived on the mountain for 21 years, and during the last few he has had to use a wheelchair when the pain from nerve damage in his legs becomes too tough to take.",
445,http://query.nytimes.com/gst/fullpage.html?res=9F00E4DF143EF934A35751C0A9609C8B63,"Paid Notice: Deaths SMITH, ROBERT A.","SMITH--Robert A. Loving and devoted husband of Roslyn. Cherished father of Penny Novick & Howard and Amy Smith. Adored grandfather of Jeffrey & Stephanie Smith, and Brett and Blake Novick. A compassionate man who always put his family first, he could not do enough for family and friends alike. His belief in helping others was evident through his many charitable efforts. He was the recipient of The Torch of Learning Award from The American Friends of the Hebrew University, and received an honorary Doctorate Degree from Long Island University, while serving as a Trustee of both Long Island University and The Arnold and Marie Schwartz College of Pharmacy and Health Sciences. He was incredibly generous and his many philanthropic interests included UJA, North Shore/LIJ Health Care Systems, where he served as an Associate Trustee, St. Francis Hospital, Boca Raton Community Hospital, Gurwin Jewish Geriatric Center and The Kravis Center in Palm Beach, Florida. He served his country during World War II in the Navy aboard the USS Hornet. A brilliant businessman and industry leader he was President and CEO of S-P Drug Co. Inc. He was respected by vendors, customers and employees alike, and served on the Board of The National Wholesale Drug Association. An avid golfer, he truly enjoyed his memberships at The Glen Oaks Club, Delaire Country Club and High Ridge Country Club. We will miss his great sense of humor, endless stories and sage advice. A man of integrity, he was the ultimate role model for his children & grandchildren. His memory will remain with his family and friends forever. Donations in his memory may be made to NeuroOncology Research, C/O Jerome B. Posner, M.D., 1275 York Avenue, Room C731, NY, NY 10021. Services today 10AM at ''Gutterman''s, 8000 Jericho Tpk, Woodbury, LI. $(6$)SMITH--Robert A. How lucky we were to have a Grandpa like you. We will miss the many trips to Florida, family vacations and our special Sunday night dinners. We will miss your smile and the hugs and kisses you always gave us. We will always remember your sense of humor and your endless storytelling. And most of all, we miss your kindness, warmth and love. Love always, Jeffrey, Stephanie, Brett and Blake $(6$)SMITH--Robert A. Dad, we were truly blessed to have had a father like you. Your support, understanding and guidance were always evident in all that you did for us. Your unconditional love was never ending. You will be in our hearts and minds forever. We will always miss you and love you. Penny, Howard and Amy $(6$)SMITH--Robert A. American Friends of The Hebrew University and The Hebrew University of Jerusalem mourn the passing of Robert Smith, a longstanding American Friend and recipient of AFHU's Torch of Learning Award. We extend our deepest condolences to his entire family. American Friends of The Hebrew University Ira Lee Sorkin, Chairman of the Board George A. Schieren, President Peter T. Willner, National Executive Director The Hebrew University of Jerusalem Prof. Menachem Magidor, President $(6$)SMITH--Robert. Temple Sinai of Roslyn records with profound sorrow the death of our devoted member. We extend our condolences to his family. Rabbi Michael A. White Rabbi Norman Kahan, Emeritus Charles Berman, President $(6$)SMITH--Robert. We knew you as the finest of gentlemen, and we will miss your wonderful sense of humor. Our thoughts are with you, Roz, and your dear family. Harriet Numeroff and Family $(6$)SMITH -- Robert. A loyal friend, gentleman and golfing buddy. We will miss his wise counsel and great sense of humor. Schultzes, Wolfsons, and Winikoffs",
450,http://query.nytimes.com/gst/fullpage.html?res=9505E2DC143EF934A2575BC0A9609C8B63,A Go-Between Moves Music from the PC to the Stereo,"The Logitech Wireless DJ aims to make the process of getting music from your computer to your stereo slightly less annoying. The system consists of a U.S.B. key that plugs into a Windows PC, a receiver and a remote control. Once it's all plugged in, Logitech's StreamPoint software activates iTunes or Windows Media Player and begins sending track data and audio to the receiver. The slim remote control has a bright backlighted screen that shows what track you're playing and allows you to browse your collection.",
451,http://query.nytimes.com/gst/fullpage.html?res=9A03E5D9123EF93AA25756C0A9609C8B63,"HAVENS | Horseshoe Bay, Tex.; Far Enough In the Heart Of Texas To Be Away","LIKE a big toe testing the waters, a thin, crooked peninsula juts into Lake Lyndon B. Johnson at Horseshoe Bay, Tex. Lighthouse Drive splits the peninsula, and million-dollar weekend homes perch on both sides, their backs within feet of the water's edge. Owning a second home on an artificial lake whose waters are maintained at a constant level by the Lower Colorado River Authority is perhaps the biggest luxury of many at Horseshoe Bay, 50 miles west of Austin and 80 miles north of San Antonio.",
466,http://query.nytimes.com/gst/fullpage.html?res=9C0CEEDC1E3FF934A3575BC0A9609C8B63,Drawing the Line At Dangerous Jobs,"To the Editor: Re ''Mom's Balancing Act'' (column, Aug. 1): Judith Warner writes that women less privileged than Katie Couric ought to be able to say ''no'' to dangerous assignments for work. I agree. But there is another model.",
