,date,headline,link,summary
20,,"Really, Really Short Workouts",https://www.nytimes.com/guides/well/really-really-short-workouts,"Think you’re too busy to work out? We have the workout for you. In minutes, high-intensity interval training (H.I.I.T.) will have you sweating, breathing hard and maximizing the health benefits of exercise without the time commitment. Best of all, it’s scientifically proven to work."
683,1996/11/14,"New Weapons, New Rivals in Wireless Phone Competition",https://www.nytimes.com/1996/11/14/business/new-weapons-new-rivals-in-wireless-phone-competition.html,"The wireless telephone war has begun. And if the industry scouting reports are right, it promises to be as clamorous as the wired war among long-distance carriers like AT&T, MCI and Sprint. Omnipoint Communications plans to begin offering a new type of cellular service in the New York area tomorrow, for rates that are about 15 percent lower than those of conventional cellular. Primeco Personal Communications said on Tuesday that it would introduce a comparable new service in 16 cities, including Miami, Chicago and Dallas, for monthly rates that are about 5 to 10 percent less than cellular prices."
743,1996/11/22,Bellcore Agrees to Purchase By Big Research Company,https://www.nytimes.com/1996/11/22/business/bellcore-agrees-to-purchase-by-big-research-company.html,"Trading seven masters for one, Bellcore said yesterday that it had agreed to be acquired by the Science Applications International Corporation, the nation's largest privately held research and engineering company. Bellcore, a software developer and research organization owned by the seven regional Bell telephone companies, did not disclose the price of the deal. But executives familiar with it said Science Applications International would pay between $650 million and $700 million."
380,1996/11/26,Bell Atlantic Customers Are Put On Hold by Directory Assistance,https://www.nytimes.com/1996/11/26/us/bell-atlantic-customers-are-put-on-hold-by-directory-assistance.html,"In one of the most extensive directory-assistance failures since telephone operators started using computers in the early 1980's, hundreds of thousands of people from New Jersey to Virginia who wanted numbers were stymied yesterday by a computer software breakdown at Bell Atlantic. Beginning around 8 A.M., callers to directory assistance in Bell Atlantic's nine states ''either got a message saying the system was experiencing a heavy load and could they call back later, or they would get to an operator and then have to wait for the numbers,'' said Eric W. Rabe, a Bell Atlantic spokesman."
699,1996/11/26,BUSINESS DIGEST,https://www.nytimes.com/1996/11/26/business/business-digest-471941.html,"Industries Set Standards For Crystal-Clear TV The nation's broadcasting, consumer electronics and computer industries have agreed in principle on a technical standard for the next generation of television. The accord opens the door to the crystal-clear pictures and expanded services promised by digital television. $(Page A1.$) Asians Back Clinton on Trade President Clinton persuaded the leaders of 17 Asian-Pacific nations to endorse efforts to ''substantially eliminate'' tariffs on computers and other data technologies by 2000. $(A12.$) Kessler to Quit As F.D.A. Chief Dr. David A. Kessler plans to resign as F.D.A. Commissioner, officials said. In six tumultuous years he has fought for regulation of tobacco, worked to standardize nutrition labeling and moved to speed the Federal drug approval process. $(A1.$) Keycorp to Make Big Cutbacks Keycorp will sell more than 140 rural branches, close another 140 and eliminate 10 percent of its work force in a vast cost-cutting effort. The move is intended to take advantage of new interstate banking laws that will take effect in April. $(D2.$) House Sales Drop by 1.5% Sales of existing houses dropped by 1.5 percent in October to an annual rate of 3.97 million, the fifth consecutive monthly drop, the National Association of Realtors said. $(D3.$) Prices of Treasury securities rose in reaction to the weak housing report and the strong dollar. The yield on the 30-year bond slipped to 6.42 percent. $(D17.$) Iraq and U.N. Agree on Oil Sales Iraq and the United Nations agreed on the long-delayed deal to allow Iraq to sell oil for food and other emergency goods for the suffering civilian population. Oil could start flowing as early as next month. $(A3.$) Oil futures prices retreated, with January crude off 26 cents, to $23.49 a barrel. $(D8.$) Disney Faces Chinese Displeasure The Walt Disney Company, which has big plans for business in China, now faces a problem: the Chinese Government takes exception to a film it is shooting about the life of the Dalai Lama. Its choice is to protect its business or its free expression. $(A1.$) Italian Lira Back in Currency Grid The Italian lira, returning to Europe's currency grid after four years out in the cold, inched closer to the goal posts set for the first currencies eligible for European monetary union in 1999. $(D5.$) Visa Sues American Express Visa has sued American Express, accusing it of trademark infringement over a new Visa card that gives customers points in an American Express program. $(D3.$) Software Glitch at Bell Atlantic A software problem at Bell Atlantic prevented thousands of callers in the Northeast from reaching directory assistance for most of the business day yesterday. $(A17.$) Apple Beaten On System Deal Power Computing, the largest maker of Macintosh clones, has agreed to license a new computer operating system by Be Inc., jumping ahead of Apple Computer, which is seeking an alliance with Be. Apple wants to use or acquire Be's fast, simple system that is steps ahead of both Apple and Microsoft systems. $(D4.$) Everen Denies It Trades Ahead The Nasdaq stock market no longer allows a market maker to trade ahead of his customers. Why did Everen Securities say it did so in a confirmation slip? An error, Everen avows. Floyd Norris: Market Place. $(D10.$) MCA to Acquire Talk Shows MCA will acquire virtually all the talk shows owned by Multimedia Entertainment, including ''Sally Jessy Raphael'' and ''The Jerry Springer Show.'' Analysts valued the deal at $50 million. $(D9.$)"
744,1996/11/27,BUSINESS DIGEST,https://www.nytimes.com/1996/11/27/business/business-digest-489395.html,"Fund Investments Surge; Dow Loses 19.38 Points Mutual fund investors, who have greeted every stock market rally this year with a fresh infusion of cash, continue to register their belief that stock prices can go even higher. With the Dow Jones industrial average up 8.3 percent this month, several big fund companies, including John Hancock, Smith Barney, Vanguard, Charles Schwab and Fidelity Investments, reported that cash flows into stock funds in November were well ahead of last month's flows. $(Page A1.$) The Dow average took a breather from its record-breaking run, falling 19.38 points to 6,528.41, but the Nasdaq composite rose 0.83 to 1,281.20, its second straight closing high. $(D6.$) Treasury securities prices were mixed as traders took profits on early gains that followed a report by the Conference Board that its consumer confidence index held steady in November. The yield on the 30-year bond edged up to 6.44 percent. $(D16.$) Disney Earnings Climb 27% The Walt Disney Company reported a 27 percent rise in fourth-quarter profit to $336 million, helped by record theme park attendance and its ''Aladdin and the King of Thieves'' video. With Capital Cities/ABC it had net income of $354 million. Its stock surged $2.50, to $76, following the report. $(D3.$) Disney said it would release ''Kundun,'' a new Martin Scorsese film about the life of the Dalai Lama, despite a warning by the Chinese Government not to do so. $(C9.$) Lehman's President Resigns T. Christopher Pettit, 51, resigned as president of Lehman Brothers, months after stepping down as chief operating officer, ceding power to younger senior executives. $(D2.$) Primark Deal for Baseline Expected Primark, continuing its rapid growth in the financial information business, is expected to announce it has acquired Baseline Financial Services for $40 million in cash from Bowne & Company and Baseline's founder. $(D16.$) A Snag in Nynex Merger Plans The staff of the New York State Public Service Commission opposed approval of the proposed merger of Nynex and Bell Atlantic unless Nynex agrees to compensate customers for the loss of a potential competitor -- by cutting rates, for example. $(B1.$) Hughes in Japanese Space Deal Hughes Electronics became the first company to sign up to launch commercial satellites on a Japanese rocket being developed. $(D5.$) Swiss Bank to Make Big Cuts Union Bank of Switzerland said it would cut 800 jobs and take a special charge of $2.3 billion that will result in a 1996 loss. $(D5.$) Russia Drops Western Advisers The Russian State Property Committee dropped its Western advisers, led by N. M. Rothschild & Sons, for the planned sale of shares in RAO Svyazinvest, which controls most of Russia's local phone companies. $(D5.$) Owners Back Baseball Agreement Baseball club owners ratified an accord that assures the first labor peace in major league baseball in four years and paves the way for interleague play, a luxury tax on payrolls, a revenue-sharing plan to transfer $40 million to poorer clubs and a search for a commissioner. $(A1.$) A.A.R.P. Weighs Health Plans The American Association of Retired Persons said it was in talks about endorsing managed-care plans for its 30 million members with U.S. Healthcare, Kaiser Permanente and seven other H.M.O.'s. $(D6.$) F.D.A. Approves Alzheimer's Drug The F.D.A. approved a Japanese drug, Aricept, to treat the memory-robbing effects of Alzheimer's disease. Pfizer will market the drug in the United States. $(C8.$)"
754,1996/11/27,Metro Digest,https://www.nytimes.com/1996/11/27/nyregion/metro-digest-488828.html,"NEW YORK 6,000 Wrongly Denied Welfare City officials said that more than 6,000 people had been wrongly thrown off welfare rolls because of an administrative error. Officials with the city's Human Resources Administration said the cases had been closed because of an error involving a standard questionnaire that asked welfare recipients if they wanted their cases kept open. . $(Page B1.$) Panel Weighs Phone Merger The staff of the New York State Public Service Commission has recommended that the proposed merger of Nynex and Bell Atlantic not be approved unless Nynex agrees to compensate its customers for the loss of a potential new competitor in the New York telephone market. The recommendation could force Nynex to cut its residential rates and could increase the penalties recently imposed on the company for its poor customer service. $(B1.$) Giving In to Eviction, Grudgingly The last residents are being moved out of the Gramercy Hotel, part of a state relocation plan that allows the razing of the dingy hotel for a 14-story classroom and office complex for nearby Baruch College. Most of the former tenants accepted the plan's cash stipend and offer of new rooms. But that only rankles Jim Davis, who insists that tenants were sold a bill of goods. About New York by David Gonzalez. $(B1.$) Rain Disrupts 4 Subway Lines Thousands of subway riders were stranded and the commute was disrupted for tens of thousands more as rain water cascading through sidewalk grates and onto subway tracks in Brooklyn during the morning rush knocked out power on four subway lines that link Brooklyn and Manhattan. The 90-minute failure on the Nos. 2, 3, 4 and 5 lines came after some two inches of rain had fallen. $(B2.$) Gag Rule Is Struck Down A Federal judge struck down a city policy that prohibited workers in two city agencies from talking with reporters without their agency's permission. The judge said government employees have a First Amendment right to discuss ''matters of public interest.'' $(B3.$) Evaluating Special Education Schools Chancellor Rudy Crew said he is directing school officials to evaluate 15,000 special-education children with the goal of moving as many as possible into regular classrooms beginning as early as next fall. The evaluations would be the first phase of Dr. Crew's proposed overhaul of the city's special education system. $(B3.$) Verdict in Token-Booth Fire A Brooklyn teen-ager was convicted of murder in the death of a subway token clerk whose booth was set on fire during a robbery attempt. $(B3.$) A Less-Crowded Mayoral Race With Comptroller Alan G. Hevesi now officially out of the mayoral race, the announced and soon-to-announce Democratic candidates in the field contend that his decision not to run has made the path to the nomination simpler. $(B3.$) Hamill to Lead The Daily News Pete Hamill, a novelist, former newspaper columnist and, for five weeks in 1993, editor of The New York Post, has been named editor of The Daily News, putting the editorial reins of the newspaper back into the hands of someone with deep roots in New York City. $(B4.$) Disciplinary Hearing for Officer The New York Police Department has scheduled a disciplinary hearing to decide the professional fate of Officer Francis X. Livoti, who was recently acquitted in the 1994 choking death of a Bronx man, Anthony Baez. If found guilty in the proceeding, Officer Livoti faces dismissal. $(B4.$) NEW JERSEY Bissell Found Dead in Nevada Nicholas L. Bissell Jr., the former prosecutor from Somerset County, N.J., killed himself in a Nevada casino hotel room, where officials had caught up with him eight days after he fled his home to avoid a prison term for tax fraud, embezzlement and abuse of power. Mr. Bissell shot himself in Laughlin, Nev., after a 10-minute standoff with police officers and Federal marshals who had tried to talk him into surrendering. $(A1.$) The reaction to Mr. Bissell's death was muted in the hills of Somerset County, where he lived. $(B5.$) A deputy United States marshal appealed to Mr. Bissell to think of his family and surrender. But instead, the fugitive prosecutor put a gun in his mouth and fired. $(B5.$) REGION Suicide, a Final Protest On a gray morning, Kathleen Chang walked to the campus of the University of Pennsylvania, where for 15 years she had staged lonely demonstrations for a peaceful new world. She silently poured a jar of gasoline over her head and set herself on fire. To many on the campus, it was the last act of a crazy woman. But they could not know the arc of her troubled life. $(B1.$)"
684,1996/11/27,Utility Panel May Make Nynex Compensate Customers for a Merger,https://www.nytimes.com/1996/11/27/nyregion/utility-panel-may-make-nynex-compensate-customers-for-a-merger.html,"The staff of the New York State Public Service Commission has recommended that the commission not approve the proposed merger of Nynex and Bell Atlantic unless Nynex agrees to compensate its customers for the loss of a potential new competitor in the New York telephone market. The recommendation, which came in testimony filed with the commission on Monday, will probably not prompt New York's regulators to block the $22 billion deal, according to people familiar with the commission. But it could force Nynex to cut its residential rates and increase the penalties recently assessed to the company for its poor customer service."
674,1996/11/27,Corrections,https://www.nytimes.com/1996/11/27/nyregion/c-corrections-490415.html,"An article yesterday about a breakdown in Bell Atlantic's directory assistance service referred incorrectly in some editions to the number of states served by the company. It is six plus the District of Columbia, not nine."
701,1996/12/05,An equipment delay hurts Northern Telecom's stock and reinforces a reputation to live down.,https://www.nytimes.com/1996/12/05/business/equipment-delay-hurts-northern-telecom-s-stock-reinforces-reputation-live-down.html,"WHEN Sprint Spectrum announced on Tuesday that it would not meet its target for introducing advanced wireless voice and data services around the country, the stock of its owners, the Sprint Corporation and three large cable television companies, took only a glancing blow. But the punch that Sprint Spectrum dodged landed squarely on Northern Telecom Ltd., the large Canadian company that makes equipment for telephone and data networks worldwide. Northern Telecom shares have lost almost 5 percent of their value since Tuesday, closing yesterday on the New York Stock Exchange at $62.375, down $2, after Sprint Spectrum said the company had not provided reliable software in time to meet its deadlines."
